ensembl_gene_id,log2 FC,log10 p-value
ENSG00000199568,-1.119004433,-3.493190975
ENSG00000200156,-1.412112136,-2.952831147
ENSG00000212402,-1.205559989,-4.889815251
ENSG00000202354,-1.279487733,-1.730939529
ENSG00000207142,-1.387421783,-1.748521541
ENSG00000199298,-1.051143803,-1.963324838
