ensembl_gene_id,log2 FC,log10 p-value
ENSG00000196071,1.03486485,-2.870993174
ENSG00000252616,1.151410278,-5.721763088
ENSG00000239107,1.011959517,-1.675435359
ENSG00000133800,-1.074953642,-2.404299323
