GeneID,log2 FC,log10 p-value
RFX5-AS1,-2.118128997,-2.059227069
RGS1,-4.355343835,-1.480298786
RN7SKP127,-1.498864374,-1.443339057
RNASE4,-3.472703546,-1.982646918
RNF217,-1.064980594,-1.817112654
RNF32-AS1,-1.091773141,-2.092360414
RNPS1P1,-1.171910596,-1.401192651
RNVU1-30,-2.279366436,-1.383801176
RNVU1-4,-1.619302655,-1.31758371
RPL10AP6,-2.968329028,-1.648177613
RPL10P16,-1.92254111,-1.910464876
RPL10P6,-1.994636459,-1.958639409
RPL10P9,-3.038023952,-1.882184247
RPL11,-1.009073584,-1.351677641
RPL13AP25,-2.942235458,-1.572388807
RPL13AP5,-1.519629942,-1.563869584
RPL13AP7,-2.106262058,-1.924657834
RPL14,-1.04381167,-1.527971959
RPL14P1,-1.957905121,-2.74940418
RPL15P3,-2.300519777,-2.065318979
RPL18,-1.081004156,-1.480628782
RPL18AP3,-2.197663697,-1.826140255
RPL21P16,-2.467839658,-1.458166727
RPL22P1,-1.850100752,-1.401560805
RPL23,-1.216994645,-1.551606925
RPL23A,-1.211776938,-1.811770089
RPL23AP2,-4.153646676,-1.626970583
RPL23AP42,-2.343010348,-2.005315209
RPL23AP65,-1.628326844,-1.406412198
RPL24P4,-1.89669361,-2.11095929
RPL24P8,-2.447634265,-1.694744598
RPL26P19,-1.370359052,-1.854143876
RPL26P6,-1.85892589,-1.637944854
RPL28,-1.371442771,-1.524840002
RPL29,-1.05207688,-1.418356458
RPL31,-1.163835457,-1.507381717
RPL31P52,-1.20611797,-1.420910741
RPL32P16,-1.490241055,-1.981735855
RPL32P18,-2.101318849,-1.733074939
RPL34,-1.356065808,-1.638772351
RPL35A,-1.093953332,-1.577076509
RPL35P1,-3.03991437,-1.369379318
RPL35P5,-1.714210893,-1.40340142
RPL36A,-1.315857862,-2.257560607
RPL37,-1.213102659,-1.424831081
RPL37A,-1.197795058,-1.55198766
RPL37P2,-2.821628901,-1.820447164
RPL37P23,-1.776067419,-1.39290357
RPL38,-1.400484527,-1.694366196
RPL39P15,-2.357997759,-2.177294692
RPL39P3,-1.573100492,-2.21678486
RPL3P4,-2.279947774,-1.521761572
RPL3P7,-1.147616078,-2.398972629
RPL41P2,-1.187763583,-1.406144489
RPL4P3,-2.253748247,-2.153249133
RPL5P1,-1.955129744,-1.374495933
RPL6P27,-1.668847745,-1.681739515
RPL7AP30,-1.625009153,-2.032835617
RPL7AP6,-1.467628188,-2.148214677
RPL7AP66,-1.859991543,-2.182027298
RPL7P1,-1.176601935,-1.850497933
RPL7P47,-1.331839255,-1.469955634
RPL7P9,-1.985587339,-1.848696758
RPL8,-1.011761598,-1.699248705
RPL9,-1.048143138,-1.74727701
RPLP0P6,-1.324919108,-2.473365022
RPLP1,-1.108524457,-1.632756631
RPS10,-1.316714558,-2.733058071
RPS11P5,-1.200331137,-1.546284254
RPS13P2,-2.077051599,-1.388560125
RPS14,-1.21303997,-1.507179807
RPS15,-1.159624081,-1.351677504
RPS15AP1,-3.145777051,-1.945178863
RPS15AP38,-3.294796636,-1.662367305
RPS15P4,-2.756914109,-1.620103723
RPS16,-1.325782237,-1.748221018
RPS19,-1.029529062,-1.309503979
RPS21,-1.237426568,-1.440832424
RPS23P8,-2.437564618,-1.896472052
RPS27AP5,-2.544910278,-1.653112095
RPS28,-1.194176614,-1.653863298
RPS29,-1.24783818,-1.568882647
RPS2P46,-1.595144216,-1.917596729
RPS3AP26,-1.559988562,-1.345199086
RPS3AP47,-2.64429755,-1.870292911
RPS3AP6,-1.16510044,-1.649663982
RPS4X,-1.048021515,-1.62069002
RPS7P1,-2.372354266,-2.184496848
RPSAP12,-1.300372784,-1.400257632
RPSAP47,-2.01839174,-2.124888723
RPSAP9,-2.101934538,-2.126742099
RRAS,-1.092363449,-1.999667987
RTL5,-1.62617157,-1.453320928
RUNX3,-1.69921232,-1.842203813
RUSC2,-1.119826381,-1.559641125
SAPCD2,-2.160129636,-2.655741618
SBDS,-1.081658508,-1.745538602
SBDSP1,-1.150159394,-2.748461172
SCAND1,-1.239086826,-1.618605593
SCNN1D,-1.127896707,-1.324224279
SCUBE1,-1.975320525,-1.564179545
SCX,-1.339589166,-1.579685598
SDC3,-1.318625692,-1.540536593
SEC14L2,-3.429729854,-1.957266388
SEC61G,-1.174552214,-1.971959875
SEM1,-1.376966306,-2.077940113
SEPTIN7P2,-1.02817806,-1.749387731
SERPINF1,-1.344855422,-1.909735904
SETP14,-1.441647359,-2.560499422
SGSH,-1.115628192,-2.187259941
SH3D19,-1.29233981,-1.442087521
SHB,-1.903700071,-1.755264866
SIDT2,-1.085417544,-1.830819654
SIL1,-1.218496166,-2.043575767
SIVA1,-1.023908367,-2.239101643
SKOR1,-3.102137351,-1.589801295
SLA2,-1.055957503,-2.144414077
SLC22A17,-1.045426264,-1.33253993
SLC25A33,-1.356278103,-2.297628226
SLC3A2,-1.212524539,-3.020745277
SLC4A3,-1.112152126,-2.497430008
SLC5A10,-2.069101678,-2.121154644
SMARCD3,-1.127653897,-2.640384681
SMIM5,-1.171274949,-1.477599844
SMO,-1.845751117,-2.489064644
SMOX,-1.409681892,-1.546075567
SNHG25,-2.453236859,-1.553597006
SNHG3,-1.290150856,-1.570792807
SNORA33,-1.202175618,-1.459113307
SNORA3B,-2.05419496,-1.506194994
SNORA66,-2.377852325,-1.330856342
SNORD100,-1.757710713,-1.828354649
SNORD4A,-1.853692339,-2.236567942
SNORD94,-1.38858808,-1.812842527
SNRPA,-1.018582279,-1.365276629
SNRPA1,-1.197817688,-2.031155481
SORCS3,-1.58391583,-1.403011941
SPATA20,-1.252672151,-1.867486383
SPATA6L,-1.65196652,-1.380558394
SPIRE1,-1.352406409,-1.369343686
SPTBN2,-1.919984055,-1.561405468
SRC,-1.343478148,-1.92706429
SREBF2-AS1,-3.790379231,-1.790110852
SSBL3P1,-1.696924902,-2.22373834
SSBP3-AS1,-1.637583577,-2.335864091
SSC5D,-1.983310823,-1.499685019
SSR4,-1.097610797,-1.314406712
ST13P6,-1.073438497,-1.409556168
ST7,-1.055386947,-2.255154263
STAB1,-1.351527621,-1.746942144
STAG3L4,-1.425060907,-2.713827449
STEAP3,-1.161815188,-2.096254543
STRIP2,-1.05452182,-3.028597187
SUGCT,-1.352715587,-1.399735683
TAGLN,-1.389575034,-1.851661361
TAT-AS1,-1.424239122,-1.626116293
TCEAL4,-1.22211804,-1.895743558
TCN2,-1.298035083,-1.861361058
TCTE1,-2.60650612,-1.542422138
TFRC,-1.221726939,-1.318267998
TGFBI,-1.118454656,-2.56363402
THAP4,-1.04097486,-2.183212098
THUMPD2,-1.305424486,-2.053222118
TIMM23B,-1.221190373,-1.898592899
TIMP1,-1.321331416,-1.777722893
TMEM119,-1.809887362,-1.365970624
TMEM191C,-1.032138497,-1.357921268
TMEM202-AS1,-1.079993509,-1.879893916
TMEM225B,-2.519116051,-1.86617609
TMEM238,-1.192444367,-1.505575911
TMEM269,-1.655390402,-1.434919351
TMSB4XP4,-3.085798311,-1.444913668
TNFSF9,-2.765652838,-1.377222099
TP53I3,-1.166120072,-2.565948254
TPT1P9,-1.075640777,-1.818288547
TRBJ1-1,-1.617654532,-1.488306275
TRBJ2-2P,-1.557769894,-1.321059845
TRBV5-1,-4.543248402,-1.632498024
TRIM45,-1.229135577,-1.350414117
TRIM52-AS1,-1.163122565,-1.347945237
TRPM4,-1.552603527,-1.729471888
TRPS1,-1.002795101,-1.522968419
TSHZ2,-1.124750133,-1.950371549
TSPAN33,-1.391326794,-2.296829507
TSPYL2,-1.31925351,-1.476436488
TTYH3,-1.044340256,-1.348042571
TUBB6,-1.906315247,-1.844152989
TXNDC11,-1.232054919,-1.944723312
UAP1L1,-1.066418083,-2.368447379
UBE2FP1,-2.302663523,-1.476047059
USP36,-1.377203278,-1.421979749
UTF1,-2.651732864,-1.721455339
VAMP5,-1.409552359,-1.789923299
VSIG4,-1.290664838,-1.429968598
WDR49,-1.089158302,-1.454267661
WDR74,-1.066076437,-2.297399561
WHAMM,-1.105731932,-1.90757868
WNT7A,-1.490632336,-1.839328821
WWTR1,-1.812486941,-1.801352072
XRCC6P2,-2.111578416,-2.614283782
XXYLT1,-1.225255218,-2.440945152
Z83745.1,-1.180764002,-1.968124262
Z97353.1,-1.80595804,-2.152591863
Z97633.1,-1.620631349,-1.510721474
ZDHHC14,-1.120259705,-2.926325055
ZFAND2A,-1.339898212,-3.60102289
ZMYND15,-1.40751682,-1.768120769
ZNF295-AS1,-2.260482433,-2.03582593
ZNF358,-1.490554638,-1.694286231
ZNF385A,-1.342121543,-1.88330174
ZNF385C,-1.832983771,-1.350130479
ZNF394,-1.025690828,-1.586507883
ZNF426-DT,-1.911534095,-1.892277116
ZNF618,-1.096554598,-1.561159835
ZNF628,-2.450060574,-1.682924213
ZNF703,-1.605424697,-1.701919452
ZNF804A,-1.204661476,-1.651104426
