GeneID,log2 FC,log10 p-value
RIMBP3,2.42246298,-2.136387272
RMI1,1.823794264,-1.611528391
RN7SL172P,1.684246986,-1.587339404
RN7SL535P,2.173307221,-2.626336336
RNASEL,2.468813314,-1.802207021
RNF157-AS1,1.231071292,-1.75402111
RNY1,1.734144493,-1.578960352
RPGR,1.166765739,-2.608933998
RPGRIP1,2.48315741,-1.816610665
RPL32P3,1.182564328,-1.51861458
RPL4P7,2.181575239,-1.55486522
RPS12P26,1.848378936,-1.40938589
RPS12P27,1.988032675,-1.893001044
RPS6KA5,1.441646608,-3.549288889
RSAD2,1.271071613,-1.764690422
RSRP1,1.074152756,-3.161054798
SAMD9,1.248487073,-2.793178595
SAMD9L,1.117619664,-2.229423223
SAP30L-AS1,2.44906543,-2.026600801
SATB2-AS1,1.879508739,-1.801996328
SCARNA9,2.009540125,-1.79324235
SIRPB2,1.609585965,-1.424106159
SIRT4,1.655900225,-1.800469573
SLC15A4,1.196437635,-1.332415668
SLC16A13,1.670227279,-2.920835189
SLC25A37,2.892188059,-2.68112179
SLC25A39,1.470718883,-1.623725145
SLC29A1,1.269027383,-2.035423086
SLC35A5,1.285079632,-3.342355144
SLC35B3,1.099342493,-1.9964365
SLC35E3,1.090732302,-2.28974238
SLC45A4,2.849275483,-1.350961767
SLC6A8,1.885627943,-2.777688888
SLC7A9,1.696679179,-1.430515274
SLC9A3,1.482180955,-2.331995915
SLCO4C1,1.464606693,-1.703535826
SLFNL1,1.294936368,-1.881302753
SMPD3,1.532332676,-2.402192898
SMPDL3B,1.543215927,-1.700448824
SNAI3-AS1,1.272924184,-2.019204366
SNAPC3,1.154650226,-2.489310542
SNHG22,3.377449863,-1.794880292
SNORA77,2.240009909,-2.352200835
SNORD17,1.314894503,-1.449146931
SORD,1.227038701,-1.41502538
SORL1,1.369616501,-1.417962655
SP110,1.118153963,-1.470845119
SPACA6,1.969500799,-1.704604858
SPAG1,1.179964051,-2.684743905
SPATA25,1.63965619,-1.873427684
SRPK2,1.064017512,-1.312407918
ST20,3.352440752,-1.317652304
ST20-MTHFS,2.509654439,-1.743486811
ST6GALNAC4P1,1.137566951,-2.332928192
STAM2,1.110944329,-3.441936964
STEAP4,3.711507124,-1.844068249
STK38L,1.076939392,-2.237954304
STX7,1.319606379,-3.744707124
SUPT20H,1.036333027,-3.170264711
SUV39H2-DT,1.032079368,-1.445943305
TAGAP,1.463792322,-1.656549003
TASL,1.499090408,-1.421302228
TCEANC2,1.280058222,-2.56680405
TCP11L2,1.291355553,-1.915142962
TDP2,1.285514699,-1.344248191
THAP5,1.303563331,-2.584660568
THBS4,2.229604438,-4.234142107
THNSL1,1.453368654,-1.809843306
TIAF1,1.081136398,-4.061312875
TIAM2,1.489443147,-1.710828887
TIFAB,1.511043464,-2.199515345
TIGD3,3.203191515,-1.725200442
TIGD7,1.441924093,-2.316349183
TIRAP,1.084206628,-1.315296367
TLR1,1.59388391,-1.371414324
TLR10,2.446899072,-3.928830833
TLR3,1.102507566,-1.887522967
TLR6,2.382584795,-1.383641895
TLR8,1.672533106,-1.512101559
TMBIM4,1.266728825,-3.59462141
TMED2-DT,1.016466111,-2.465563412
TMEM169,2.199354013,-3.381770247
TMEM234,1.168182966,-3.108008564
TMEM250,1.001849825,-1.845974428
TMEM273,1.564044679,-1.599589807
TMEM60,1.437198555,-2.169705078
TMEM71,1.36110184,-1.984819434
TMEM79,1.243322494,-2.489038422
TMOD1,1.521937615,-1.824466247
TMOD4,1.531362564,-2.336200655
TNFAIP1,1.005680309,-2.946687394
TNFAIP8L2,1.891114616,-2.493202698
TNFSF10,1.718871568,-1.584533621
TNFSF15,1.277126095,-1.403045256
TNS1,1.309054897,-1.753867327
TOB1-AS1,1.368989968,-1.838572635
TOPORS,1.444424543,-2.203677602
TOR1AIP1,1.137825803,-1.96905882
TPTEP2,2.482089511,-2.557953063
TRAJ18,2.189868965,-3.14965616
TRAJ25,2.757837263,-1.368813773
TRAJ33,2.534414814,-1.990580201
TRAJ35,1.68630629,-2.985359049
TRAJ36,1.298523025,-1.967704543
TRAJ37,1.891577742,-2.979470978
TRAJ42,2.607332413,-1.42055534
TRAJ9,1.375657691,-2.906441806
TRANK1,1.383818769,-1.384060169
TRAPPC5,1.639348646,-1.972087858
TRAV22,1.393689256,-1.43935965
TRBJ1-4,1.860601292,-2.847270263
TRDJ3,1.158344137,-1.490801579
TRGV2,2.531864944,-2.067892393
TRGV3,1.061864398,-1.420451056
TRGV8,1.234354399,-1.659202198
TRIM21,1.605710698,-1.783332999
TRIM25,1.222425361,-1.409690572
TRIM56,1.049010924,-3.561605099
TRMT1L,1.596642201,-3.1526119
TRPM6,3.70534987,-1.437002905
TSNAX,1.071269892,-4.039466663
TSPAN2,1.737085698,-1.830878205
TSPAN5,1.317607895,-1.327533901
TTC30B,1.430993452,-2.692548026
TUBD1,1.060491073,-2.730308392
TUT7,1.415639435,-1.342570981
UBE2T,1.062642574,-1.429739533
UBLCP1,1.019072885,-3.241054255
UBR5-AS1,2.246595577,-1.893243646
UEVLD,1.201391785,-2.523334939
UFSP1,1.570017359,-2.01628694
UGT8,1.404158835,-3.032491965
UTP6,1.048907851,-3.332850813
VLDLR,2.067257404,-1.775034747
VNN1,1.201630639,-1.803240817
VNN3,2.718145875,-1.317770302
VPS41,1.079422179,-1.935368816
VPS4B,1.260693747,-1.701842236
WBP2NL,1.004382847,-1.412492239
WDCP,1.217533409,-2.773509212
WDR5B,1.40148236,-2.123834964
XCL2,1.093293337,-1.443207179
XKR8,1.263942999,-1.651447695
XPC-AS1,4.234397577,-1.484807345
YIPF4,1.607716501,-3.23273121
Z92544.1,2.013236167,-1.696961537
Z94721.1,2.188502593,-1.824290799
Z97192.2,1.282549023,-1.313534053
Z97832.2,1.654697499,-2.061889536
ZBTB18,1.065223119,-1.87208923
ZBTB3,1.302685511,-2.796737204
ZBTB34,1.31626249,-1.424213822
ZBTB6,1.048454426,-1.620068882
ZC3H10,1.14175625,-2.594133889
ZEB1-AS1,1.431196243,-2.063731155
ZFP3,1.231254561,-2.078269411
ZFYVE16,1.593318936,-2.782535357
ZKSCAN2-DT,1.186990541,-2.23099181
ZKSCAN4,1.255875294,-2.933612097
ZNF137P,1.95297856,-2.275286599
ZNF140,1.117767093,-4.23813563
ZNF157,1.943748596,-2.31542493
ZNF17,1.107826949,-1.763010657
ZNF189,1.052682105,-2.730920551
ZNF2,1.867676094,-3.43897876
ZNF20,2.079609234,-1.464436081
ZNF200,1.991592055,-1.944280376
ZNF217,1.324708613,-1.627098128
ZNF22-AS1,1.098786264,-2.028309581
ZNF225,1.55109661,-1.330296003
ZNF230,1.794238393,-1.484410982
ZNF232,1.229371307,-2.423311784
ZNF234,1.339727273,-2.853340997
ZNF239,1.652886899,-4.941659064
ZNF252P-AS1,2.908210168,-1.536550031
ZNF28,1.213278875,-1.966035703
ZNF322,1.628967295,-3.123417557
ZNF347,1.191950685,-2.119942399
ZNF391,1.403992369,-1.311583539
ZNF397,1.829762147,-3.90494182
ZNF404,1.401543457,-1.746588575
ZNF425,1.258501535,-2.553145469
ZNF443,2.378802339,-4.87697944
ZNF470,1.239668648,-2.504289657
ZNF485,1.430594106,-3.040732307
ZNF540,1.0070337,-1.432464297
ZNF547,1.773196778,-1.467776467
ZNF564,1.011435473,-1.377341313
ZNF572,1.989472384,-1.791090763
ZNF585B,1.112206405,-2.587066553
ZNF587,1.178970572,-1.833599274
ZNF613,1.569643121,-2.164923373
ZNF616,1.283101026,-1.418939761
ZNF626,2.127920437,-1.500308632
ZNF641,1.129382046,-3.90882323
ZNF646,1.213241361,-1.81504848
ZNF665,1.11379213,-1.8339061
ZNF674,1.879621604,-1.391658707
ZNF691,1.169820506,-1.928165903
ZNF696,1.167125269,-2.846112002
ZNF70,1.057615568,-1.418222207
ZNF701,1.365054772,-3.599590915
ZNF724,1.487909035,-1.420540767
ZNF737,1.52324137,-3.612228476
ZNF785,1.32008084,-3.716000352
ZNF816,1.535469107,-2.880783091
ZNF823,1.01679954,-2.301446839
ZNF879,1.80226502,-2.267629031
ZNNT1,1.548438203,-2.760119941
ZNRD2-AS1,1.412630525,-1.692816744
ZSWIM3,2.000982803,-2.029702254
A2M,-1.355089297,-1.53716936
ABL1,-1.03513933,-2.219718583
AC000089.1,-1.706089587,-1.668462883
AC002059.1,-1.669180208,-1.338293557
AC002075.2,-2.729377392,-2.110916466
AC003102.1,-1.02003124,-1.731231162
AC004130.2,-2.903378727,-1.415042205
AC004877.1,-1.025381192,-1.393845295
AC004938.2,-1.333062405,-2.450463567
AC005912.1,-2.040918638,-1.675886243
AC006042.2,-1.19879127,-2.336502655
AC006064.4,-1.602755972,-1.38610663
AC006077.2,-1.616029136,-1.375499577
AC006978.1,-1.518375334,-1.577586877
AC008038.1,-1.513367831,-2.174445502
AC008694.2,-3.574226716,-2.406804505
AC009812.1,-1.769259573,-3.457592483
AC009831.3,-2.054605715,-1.867700884
AC010343.1,-1.177492183,-1.407287653
AC010642.2,-1.062760449,-1.671157955
AC011379.2,-1.26193119,-1.493250829
AC012005.1,-2.147112542,-1.346424576
AC012615.1,-1.229417859,-1.345474503
AC016739.1,-1.423038559,-2.432444467
AC018450.1,-1.627458021,-1.536053003
AC018475.1,-3.463447313,-1.330218537
AC018690.1,-3.483342058,-2.384284048
AC020663.3,-1.775260144,-1.570639236
AC020765.2,-1.380770191,-1.331909348
AC020910.5,-1.702962565,-1.384548114
AC021148.2,-2.173309472,-1.77639375
AC022400.6,-1.342511791,-1.801140182
AC024084.1,-1.634968274,-1.36136682
AC024293.1,-2.135407237,-1.397890224
AC025181.2,-1.202256353,-2.103978769
AC025594.2,-2.562450676,-1.559625378
AC026124.2,-2.900018472,-1.583792862
AC026403.1,-3.240628745,-1.616002112
AC026979.2,-2.343458532,-1.494776441
AC034236.1,-3.045437534,-1.807647931
AC040169.1,-1.682014878,-1.485751628
AC044787.1,-1.713707094,-2.130093965
AC044849.1,-4.873173498,-1.777264262
AC064799.1,-1.792796096,-1.461607016
AC068722.2,-3.958902352,-1.334603733
AC073534.2,-1.262737117,-1.651627133
AC073575.2,-1.588050286,-1.910047713
AC073861.1,-3.116848222,-1.670917995
AC078817.1,-2.017270913,-1.52917778
AC079148.1,-2.188933559,-2.128828926
AC079250.1,-1.831648389,-1.854494158
AC079922.1,-2.498189429,-1.348047777
AC090181.2,-2.075589788,-1.590200016
AC090204.1,-1.252825145,-2.269120921
AC090948.1,-1.557248961,-1.668516706
AC092535.2,-1.214315399,-2.394740681
AC092718.6,-1.845510862,-1.589495543
AC092821.3,-1.013766975,-1.433612341
AC093591.1,-1.527741937,-2.227042337
AC093928.1,-1.201423694,-1.341379246
AC095055.1,-4.512797692,-1.424618944
AC099336.2,-2.235285634,-1.544232688
AC099560.2,-1.06684776,-1.304486825
AC100827.2,-1.291152038,-1.482271723
AC100830.1,-2.439477659,-1.438285875
AC104109.4,-1.832781744,-1.714760962
AC104563.1,-1.872923735,-1.963539526
AC104619.3,-1.378460259,-1.301202345
AC104806.2,-1.417475744,-1.946449314
AC105052.4,-1.313788529,-1.960536071
AC107983.1,-1.878930661,-1.661126971
AC108448.2,-2.867934704,-2.432540645
AC108673.2,-2.04595484,-1.440828616
AC113935.1,-1.674460264,-1.688729414
AC114490.2,-1.02914216,-1.890541717
AC114728.1,-1.640432683,-1.94095133
AC116533.1,-2.222812056,-2.033084907
AC118658.1,-3.224615287,-1.522584618
AC131235.1,-2.097903572,-1.66375128
AC132872.2,-2.981645324,-2.46135396
AC132872.4,-2.727867129,-1.433658436
AC133134.1,-2.326589448,-2.029980216
AC134312.3,-1.686113297,-1.644621321
AC134682.1,-1.945838066,-1.336402122
AC134772.1,-1.973944474,-1.43954597
AC135048.4,-2.389156697,-1.329715533
AC135721.1,-1.051551657,-1.516860319
AC136475.2,-1.540480769,-1.635033721
AC137630.3,-4.173048413,-1.689473729
AC139530.1,-1.366428616,-1.401877861
AC241585.2,-1.350942303,-1.372314812
AC245297.1,-2.100376085,-1.890375299
AC254813.1,-1.349737769,-1.367026338
ACE,-1.136838547,-1.679454384
ACER1,-1.352677141,-1.67336605
ACOT7,-1.258139381,-2.052828506
ACTG1P3,-2.513798637,-2.80168427
ACVR2A,-1.03487572,-1.37970224
ADAM15,-1.000532145,-2.282847293
ADAMTSL5,-1.142921906,-1.539248686
ADGRA2,-1.332679754,-2.423100769
AEN,-1.001002538,-2.163184088
AF111169.3,-2.566874681,-2.393407232
AGAP3,-1.121015559,-2.445561446
AGPAT4,-1.170402945,-2.301896112
AHNAK,-1.008717217,-1.822580041
AL031848.2,-2.68231372,-1.385766707
AL033519.3,-3.358095038,-1.663524362
AL034379.1,-2.628775906,-3.219241151
AL049873.1,-1.795449767,-1.708186842
AL080243.1,-1.808148274,-2.145508311
AL121929.2,-1.75103638,-1.63817083
AL132989.1,-1.174044144,-1.797566806
AL133243.3,-1.761598705,-1.482558322
AL133330.1,-1.063764859,-1.429950461
AL133415.1,-2.680572922,-1.840634026
AL138785.1,-3.0594591,-1.833343624
AL138963.3,-1.173297161,-1.466999562
AL139095.2,-2.310413762,-2.326447713
AL139317.5,-1.640471663,-1.31349826
AL139421.1,-1.931898058,-1.621588243
AL157392.4,-2.153762489,-1.827820783
AL160408.2,-2.501175808,-3.750459558
AL161787.1,-3.246266423,-1.852103937
AL162430.1,-2.05538494,-2.254645676
AL353147.1,-3.08158595,-1.789038159
AL354694.1,-1.497971285,-1.851673879
AL355032.1,-1.61743951,-1.753248294
AL355802.3,-2.238709288,-2.692263521
AL360270.1,-2.317708435,-1.615757595
AL391988.1,-2.146082641,-1.928368118
AL512603.2,-2.761463318,-1.614534308
AL589843.2,-1.330748948,-2.100624302
AL590822.3,-1.996219487,-1.524301035
AL590867.2,-1.621131804,-1.85321578
AL592148.3,-1.387509762,-2.024547661
AL592211.1,-1.65917966,-1.628836479
AL691432.2,-1.576450233,-1.935959692
AL928654.3,-2.264109726,-1.411822736
ALDH2,-1.068576247,-1.897719246
ANKRD37,-1.077472748,-2.281480451
ANXA2P2,-1.45358814,-1.958375079
AP001094.2,-2.520988623,-1.302480214
AP001453.2,-1.598316999,-1.316564466
AP002387.1,-1.709607663,-1.565503649
AP002414.4,-1.865934473,-2.74281348
AP003352.1,-1.705313499,-2.467190526
AP003557.2,-1.61452953,-1.755381676
AP003717.1,-1.399206322,-3.271296771
AP006621.1,-1.465313027,-1.756328995
AP006623.1,-3.052129628,-1.6810564
APOE,-2.632036431,-1.362624372
APP,-1.033422241,-1.935277622
ARHGAP21,-1.222397231,-2.233951159
ARHGAP31,-1.04096104,-1.909586901
ARHGDIA,-1.027852315,-1.485217314
ARMC12,-1.38265897,-1.67613035
ARNILA,-1.622115499,-1.878934038
ASIC3,-1.153740728,-1.442084996
ATF4,-1.186303171,-1.856729448
ATP2A2,-1.166856306,-2.001752532
AURKC,-1.057511155,-1.442388955
AVPI1,-2.691401669,-1.941192503
AXL,-2.251330444,-2.857672129
B3GNT7,-3.14994874,-1.662680432
BCAS1,-1.475576208,-1.82815605
BEX1,-2.33021496,-1.943156526
BNIP1,-1.11691154,-1.74125797
BTG3,-1.937534304,-1.336912062
BZW1P2,-1.056388858,-1.803239925
C19orf48,-1.145144249,-1.508623533
C1QA,-2.148323171,-1.530652238
C1QC,-2.930645531,-1.501482162
C4orf48,-1.436426224,-1.465316466
C5orf66,-2.317180886,-1.931445642
C6orf226,-1.026821688,-1.419706597
CACNA1I,-1.149619532,-1.615814841
CACNA2D2,-1.098048712,-1.391900754
CAMTA1,-1.111681028,-2.290670538
CAPNS1,-1.581120434,-2.849064608
CAVIN3,-1.963832599,-2.929393661
CCDC59,-1.222463078,-2.048723338
CCNE1,-1.645991854,-1.516446055
CCT6B,-1.574644377,-1.6850285
CD14,-1.619709583,-2.288566192
CD151,-1.187288112,-1.555489302
CD300E,-1.615875127,-1.587687446
CD68,-1.319371814,-1.330520172
CD69,-2.672789792,-1.397243681
CDC42BPA,-1.039933627,-1.340590445
CDC42BPB,-1.118371104,-1.911982597
CDH5,-1.333056493,-1.73391989
CENPP,-1.61720022,-2.445088432
CENPW,-1.349453696,-1.526459151
CERCAM,-1.392519039,-1.624556746
CERNA1,-1.590994738,-3.278986513
CEROX1,-1.884741114,-1.345072151
CES1,-1.463958952,-1.758207427
CFAP20DC,-1.288827356,-1.800140205
CHASERR,-1.148708534,-1.695678159
CIB2,-1.172198927,-1.450305039
CIBAR1,-2.096335417,-2.444646678
CKB,-1.510774289,-1.413109298
CLEC11A,-1.248049996,-2.088103617
CLIP2,-1.130520943,-3.331664715
CLMN,-1.017791626,-1.463535752
CNBD2,-1.597111831,-2.248368902
COA6-AS1,-1.67758185,-1.550648008
COL23A1,-1.657286871,-1.77867154
COX7A2,-1.02124724,-1.576741575
CREM,-2.719401199,-1.368335348
CST3,-1.280346954,-1.823852522
CTLA4,-1.53217151,-1.794998324
CTSF,-1.189936699,-1.640812072
CTSK,-1.212672882,-2.149739549
CXCR4,-1.63756186,-2.017235319
CYP2S1,-1.100494425,-1.9198776
CYP46A1,-1.336840493,-1.351793354
CYP4F22,-1.343289929,-1.520004238
DACT3,-1.928900867,-1.391840233
DAZAP2P1,-1.961615447,-2.061704474
DCTN6,-1.598430379,-1.846806695
DDIT4,-2.250482075,-1.404183252
DDX39A,-1.073559549,-1.470714495
DDX47,-1.529858496,-1.611815349
DENND6B,-1.033160436,-1.693888644
DGCR6L,-1.031462319,-1.52917782
DHCR7,-1.406626224,-3.171023424
DNAJB1,-1.175191057,-2.924244981
DNAJC2,-1.096513184,-1.927561042
DNTTIP2,-1.04242831,-1.779309146
DOCK1,-2.357509564,-1.819141766
DUS3L,-1.008962587,-2.181756511
DUS4L-BCAP29,-1.460361022,-1.909875854
DUSP2,-4.029341317,-1.393058627
DUSP4,-4.565668651,-1.766559153
DUSP5,-1.919242188,-1.520995136
EEF1A1P11,-1.78607243,-2.433474209
EEF1A1P12,-1.376375579,-2.376232472
EEF1A1P13,-1.328533669,-1.994962101
EEF1A1P5,-1.198434705,-2.700963596
EEF1A1P6,-1.623118027,-2.926134416
EEF1A1P7,-1.986610557,-1.402192298
EEF1A1P9,-2.182572283,-2.438881233
EEF1B2P3,-1.66135186,-1.591258821
EIF1,-1.534138242,-2.052974231
EIF3CL,-2.102457884,-1.68666539
EIF4A1,-1.802571112,-2.082105846
EIF4A1P10,-1.794205122,-2.182273386
EIF4EBP1,-1.221961796,-1.752054049
EIF5AL1,-1.667870111,-1.560792287
EMILIN2,-1.308198149,-1.991232687
EMP1,-2.175672295,-1.972478827
ENC1,-2.240605159,-1.777473145
ENG,-1.390109171,-1.882053218
ENKUR,-1.22663087,-1.510210394
EPB41L3,-1.426069141,-1.637258457
EPB41L4A-AS1,-1.444429068,-2.835347986
EPHB2,-1.381222222,-1.322740146
EPHX1,-1.369720244,-1.338860851
ERI3,-1.065333697,-1.723388438
EXOSC6,-1.062824786,-2.447278728
EXT1,-1.018191994,-1.716897463
EZHIP,-1.643059258,-1.567145414
EZR,-1.193686359,-2.290882626
FAM238A,-1.561594622,-1.710130706
FAM95C,-1.493336738,-1.788028967
FASN,-1.042871613,-1.35075019
FAUP1,-1.961702859,-2.088540803
FBN2,-1.039733995,-1.395625265
FBP1,-1.033092353,-2.70073854
FBXO32,-1.267058725,-2.178826009
FGF9,-1.090740803,-1.386263126
FGFRL1,-1.011327326,-1.392565363
FHIT,-1.006019284,-1.914900825
FKBP1C,-1.016887477,-2.245584599
FLJ31104,-1.328493361,-2.818147379
FLNA,-1.147738238,-4.011674859
FO393411.1,-1.550724598,-1.641797741
FTH1P11,-1.404456197,-1.325811404
FTH1P20,-1.963058483,-1.316919857
FTH1P7,-1.922543056,-1.563802855
FTH1P8,-1.556585878,-1.398480941
FUT4,-1.06730217,-1.341265117
GAPDH,-1.045365304,-1.758283493
GAPDHP1,-1.493349169,-2.48320766
GAPDHP63,-2.155051725,-1.973597342
GAS2L1,-1.400568575,-1.706764666
GAS5,-1.202832667,-1.637749719
GAS6,-1.468943135,-1.40207868
GCK,-1.333643234,-1.554079866
GFPT2,-3.048838017,-1.705892191
GLIS3,-1.319819662,-1.515604285
GNA15,-1.676641637,-1.565014281
GOLM1,-1.112180119,-2.935546775
GPI,-1.120085747,-1.750588426
GPR35,-1.666461865,-1.474736587
GREM2,-2.944549939,-1.559121512
GRM2,-2.236383446,-2.888946512
GSTM3,-1.712149372,-1.304144345
GSTP1,-1.170101467,-2.003910715
GZMB,-1.171500856,-2.495249392
H2AC8,-2.425187175,-1.942859119
H3C10,-1.310288691,-1.509556206
HAR1B,-1.988429687,-1.307311248
HDGFL3,-1.036569896,-1.609790533
HES6,-1.162202022,-2.921163026
HGD,-1.326613493,-1.571239374
HLF,-1.132647278,-1.369033838
HMGB3,-1.787401124,-1.559280115
HMOX1,-1.105587501,-1.957262875
HNRNPA1,-1.133127141,-3.204523194
HNRNPA1P10,-1.905280009,-1.331885059
HNRNPA1P48,-1.430633885,-1.831097707
HNRNPLP2,-2.190890523,-2.077587747
HP,-1.781791699,-1.820642577
HSF4,-1.263371337,-1.505217027
HSPBP1,-1.097723261,-1.381499369
HTRA1,-1.719684796,-1.469520432
HUS1B,-3.245899586,-2.679257638
ID1,-5.245974976,-1.738600175
IDH3G,-1.026000006,-1.673041786
IFI30,-1.410623903,-1.986259246
IGFBP2,-3.405631435,-1.621792099
IGHEP2,-2.031706659,-1.773787492
IL15,-1.348075208,-1.605426054
IL17RC,-1.001348386,-1.972197466
INSIG1-DT,-1.002700606,-1.676906765
INSR,-1.311239511,-1.62252398
IQSEC2,-1.077679327,-2.27868653
IRF2BP2,-1.234922983,-2.229561688
JAM3,-1.062125276,-1.499548517
JOSD1,-1.599084561,-2.045553786
JUN,-3.402088042,-1.435967589
JUND,-1.680871032,-1.772225933
KCNC3,-1.260700164,-1.908672878
KCNMA1,-3.465504607,-1.90869384
KLF10,-1.12921869,-1.569128592
KLF11,-1.720966258,-2.00131336
KLF4,-1.166903784,-1.887203759
KRT5,-1.913829493,-1.616780353
KRT72,-1.037576333,-1.324344612
KRT73,-1.319218244,-3.624694023
KRT81,-1.891279358,-1.491318174
KYNU,-1.268376143,-2.304347109
LAMB2,-1.747714259,-1.867492506
LCNL1,-3.200696282,-1.789852439
LGALS1,-1.514054124,-1.950013462
LGALS9B,-1.451893471,-2.008340002
LGI4,-2.346950656,-1.538209016
LINC00852,-1.927963318,-1.484658213
LINC01393,-2.311476508,-1.317035201
LINC01619,-1.947763609,-1.816967819
LINC01750,-1.33222427,-1.315768526
LINC01970,-1.659013236,-1.776685674
LINC02390,-2.75447108,-2.882472329
LINGO2,-1.508687046,-1.761801344
LMNA,-1.456795976,-2.578355103
LMNTD2-AS1,-1.44824477,-1.388803555
LRFN2,-1.119989368,-1.51021394
LRGUK,-2.367207291,-1.871437144
LRMDA,-1.199881044,-1.858903248
LRP1,-2.149125443,-2.325787386
LRP2BP,-1.958880507,-2.432770213
LRRC39,-1.575710772,-1.633602012
LSM12P1,-1.096934544,-1.68581674
LY6E-DT,-1.764233556,-1.748938423
LYRM4,-1.039310714,-1.826594352
LZTS3,-1.410719699,-1.817616368
MAD2L2,-1.028940741,-1.770338024
MAFB,-2.029298059,-1.878351939
MAN1B1-DT,-1.36751976,-1.989165731
MAP1A,-1.04731276,-1.540837134
MAP3K4-AS1,-1.244764998,-1.696909033
MAPK8IP1,-1.283217142,-1.312712191
MCRIP2,-1.014883162,-1.85805215
METRNL,-1.423178916,-1.510024551
MGAT5B,-2.223716219,-1.955857196
MGLL,-1.312933887,-2.072023538
MGP,-2.31401957,-1.524377661
MIR34AHG,-1.840141731,-1.577837145
MIR4420,-2.31909003,-1.715230722
MIR7111,-3.35728536,-2.034913466
MIR762,-1.576884269,-1.312950747
MMP14,-1.515351288,-2.544594134
MPO,-1.385590694,-1.398513533
MRAS,-1.422931094,-1.79346913
MRPL21,-1.085770055,-1.393270434
MRPL47,-1.050308738,-1.772597465
MRPL54,-1.266152704,-1.807662963
MRPL55,-1.021999725,-1.527309716
MRPS24,-1.153470635,-1.338516253
MS4A4A,-1.135379548,-1.309121969
MT-ATP6,-1.80457578,-2.528226548
MT-CO2,-1.661455029,-2.034652808
MT-CO3,-1.764861062,-2.400355848
MT-CYB,-1.708090585,-1.916433665
MT-ND1,-1.534297491,-1.629450961
MT-ND2,-1.74034844,-2.017832862
MT-ND3,-1.348456166,-1.675577299
MT-ND4,-1.502243708,-1.635668808
MT-TD,-2.673632706,-1.391481266
MT-TF,-4.294353908,-2.396422991
MT-TT,-1.425807527,-1.5648697
MT1E,-1.951626333,-2.042278341
MT1XP1,-2.698091963,-1.359378224
MT2A,-1.493371111,-4.087373775
MTATP6P1,-1.719043686,-2.314520322
MTCO1P12,-1.535048938,-1.821985048
MTCO2P12,-2.931665646,-2.699776715
MTCO3P12,-2.162033183,-2.032915407
MTFP1,-1.674923786,-1.906244199
MTHFD1L,-1.14530358,-3.355842872
MTND2P28,-1.78676563,-2.256507993
MTND5P11,-1.627625522,-2.047456784
MTSS2,-1.712901143,-1.820155348
MVB12B,-1.121089656,-1.47937942
MVD,-1.045779283,-1.921341097
MYL5,-1.024746701,-1.573608622
MZT2B,-1.041117872,-1.391654164
NAP1L5,-1.814413326,-1.668965539
NCBP2AS2,-1.18328847,-1.869982002
NCOR2,-1.094656531,-1.723822587
NDUFA4,-1.071956734,-1.980833376
NDUFAF5,-1.676193174,-2.149958904
NDUFV2,-2.450012804,-1.385981554
NDUFV2P1,-1.796809596,-1.636190468
NECTIN3,-1.763011816,-1.372339605
NEURL1,-1.319487131,-1.554749066
NHSL1,-1.738038576,-1.303152312
NIBAN2,-1.447933572,-1.77190555
NKPD1,-1.2698133,-2.152290747
NPIPB1P,-2.10256522,-1.497128561
NPIPB6,-1.922062715,-1.31462377
NPM1P27,-1.466305518,-2.773592597
NR1D1,-1.414000199,-1.456482037
NUTM2B,-2.080236471,-1.693569813
NXT1,-1.035779403,-1.412676776
NYNRIN,-1.396119108,-2.750556275
OAF,-1.120175947,-1.724770954
OBSL1,-1.209515136,-1.417307431
OLFM1,-1.621875612,-2.556244816
PABPC3,-1.781809782,-2.685362009
PAPLN,-1.314518568,-1.76480524
PARD6G,-3.109582719,-1.543921798
PARVB,-1.046158436,-1.88788112
PC,-1.268770725,-2.117013743
PCNPP1,-1.24739987,-1.33694018
PCSK4,-1.010818968,-1.729448385
PER1,-3.67285333,-1.442205428
PFDN4,-1.126838957,-2.06181857
PHKA1,-2.090924977,-2.032010665
PI4K2A,-1.315048813,-1.743166942
PIGZ,-1.134609272,-1.926652816
PIK3IP1-DT,-1.011643237,-2.022622549
PIK3R1,-1.597386216,-1.488251809
PKD1P1,-1.194696521,-1.342159883
PLBD2,-1.118202513,-2.650169576
PLD3,-1.042579789,-1.876937974
PLD4,-1.056931996,-2.395238235
PLXNB2,-1.520111356,-2.279350507
PLXND1,-1.366898438,-1.746984111
PPIAP45,-3.226089799,-2.542403405
PPP1R16B,-1.122412513,-1.323253656
PRADC1,-1.150880828,-1.628721251
PRF1,-1.090955536,-2.274908942
PSMD10P1,-1.330854971,-2.621038329
PTGER3,-3.151425636,-1.30217942
PTGIR,-1.208313414,-1.434635858
PTRHD1,-1.08257877,-1.825683348
PTS,-1.190882509,-1.858430364
RAB34,-1.60969525,-2.116039665
RABGGTB,-1.56127138,-1.96765402
RAMP1,-1.327286836,-1.456503859
RASAL2,-1.854258498,-1.352866364
RASL10A,-2.387362541,-2.165543641
RASSF8,-2.836438582,-1.412750819
RBM38-AS1,-1.317046769,-1.722793034
RBM8B,-2.082084312,-1.964325996
RBPMS2,-1.986449686,-1.413481765
RDH16,-1.001648198,-1.430751002
RETN,-1.767285225,-1.366646729
