ensembl_gene_id,Log2 RPKM mean_FemaleASD,Log2 RPKM mean_MaleASD,Log2 RPKM mean_MaleControl,Log2 RPKM mean_FemaleControl
ENSG00000100311,0.611286,0.70467,,
ENSG00000172346,0.642685,0.749222,,
ENSG00000100147,0.578024,0.55215,,
ENSG00000198951,0.616892,0.730657,,
ENSG00000186976,0.637878,0.61826,,
ENSG00000100376,0.574472,0.714264,,
ENSG00000230345,0.921773,0.52133,,
ENSG00000184164,0.521366,0.550057,,
ENSG00000238604,0.590664,1.06269,,
ENSG00000111181,0.639219,0.789441,,
ENSG00000120647,0.507745,0.514437,,
ENSG00000256721,0.809892,0.704668,,
ENSG00000110811,0.86422,0.693342,,
ENSG00000256667,0.634475,0.544961,,
ENSG00000256682,0.668044,0.531826,,
ENSG00000212126,0.55426,0.543949,,
ENSG00000255790,0.676621,0.596117,,
ENSG00000205791,0.594021,0.576778,,
ENSG00000111404,0.657463,0.753192,,
ENSG00000253284,0.821937,0.808535,,
ENSG00000256287,0.598142,0.657553,,
ENSG00000121361,0.618109,0.531244,,
ENSG00000201228,1.32362,0.771443,,
ENSG00000225349,0.549307,0.552661,,
ENSG00000223082,1.11839,0.795027,,
ENSG00000199571,0.652614,0.55822,,
ENSG00000248865,0.68306,0.577603,,
ENSG00000229014,0.69186,0.833932,,
ENSG00000257954,0.622645,0.613421,,
ENSG00000243739,0.677859,0.54678,,
ENSG00000257246,0.822183,0.663332,,
ENSG00000257509,0.614742,0.625856,,
ENSG00000065357,0.64519,0.560606,,
ENSG00000076067,0.61444,0.689445,,
ENSG00000166881,0.600509,0.626804,,
ENSG00000139266,0.578551,0.605534,,
ENSG00000213363,0.849915,0.852167,,
ENSG00000255642,0.544746,0.503797,,
ENSG00000256248,1.07652,1.04,,
ENSG00000257818,0.524018,0.50099,,
ENSG00000236333,0.599331,0.530545,,
ENSG00000201942,0.799567,0.650664,,
ENSG00000258375,0.630851,0.657403,,
ENSG00000257875,0.602414,0.584283,,
ENSG00000169372,0.507087,0.525171,,
ENSG00000188596,0.637385,0.577608,,
ENSG00000221479,0.888823,0.597107,,
ENSG00000222255,0.576614,0.52449,,
ENSG00000017427,0.552412,0.658903,,
ENSG00000198855,0.601171,0.558573,,
ENSG00000201324,0.638921,0.612142,,
ENSG00000204852,0.632204,0.63624,,
ENSG00000258359,0.61667,0.569631,,
ENSG00000111271,0.562686,0.565014,,
ENSG00000135116,0.512575,0.550704,,
ENSG00000174989,0.527709,0.522658,,
ENSG00000256031,1.04748,0.792152,,
ENSG00000239062,0.600423,0.666697,,
ENSG00000122971,0.552237,0.590958,,
ENSG00000256742,0.644873,0.614023,,
ENSG00000175727,0.516496,0.549237,,
ENSG00000139719,0.571449,0.521299,,
ENSG00000256304,0.584817,0.682207,,
ENSG00000150967,0.590366,0.514067,,
ENSG00000130921,0.525715,0.562604,,
ENSG00000185344,0.59327,0.587522,,
ENSG00000252788,0.654579,0.549207,,
ENSG00000255595,0.579273,0.59848,,
ENSG00000256085,0.942582,0.706229,,
ENSG00000256064,0.815014,0.513842,,
ENSG00000177192,0.546446,0.512544,,
ENSG00000072609,0.575281,0.605409,,
ENSG00000167705,0.607545,0.519697,,
ENSG00000167716,0.585417,0.540757,,
ENSG00000261963,0.590131,0.54212,,
ENSG00000263316,0.814296,0.882586,,
ENSG00000262089,0.605426,0.663022,,
ENSG00000179859,0.701658,0.600745,,
ENSG00000179029,0.616482,0.621082,,
ENSG00000198150,0.570643,0.507749,,
ENSG00000188803,0.524185,0.571749,,
ENSG00000254652,0.591358,0.674629,,
ENSG00000223385,0.682193,0.716287,,
ENSG00000175106,0.723309,0.671275,,
ENSG00000179277,0.601616,0.673526,,
ENSG00000206859,0.638921,0.544362,,
ENSG00000179598,0.676431,0.589335,,
ENSG00000174977,0.515635,0.521549,,
ENSG00000225014,0.873388,0.650671,,
ENSG00000154898,0.645522,0.557142,,
ENSG00000076382,0.813684,0.678622,,
ENSG00000109113,0.598724,0.727436,,
ENSG00000173065,0.643514,0.667375,,
ENSG00000167536,0.53759,0.555329,,
ENSG00000179761,0.603864,0.511266,,
ENSG00000240531,0.504375,0.561378,,
ENSG00000226049,0.854747,0.578487,,
ENSG00000252328,0.833612,0.520875,,
ENSG00000129270,0.503034,0.585897,,
ENSG00000129282,0.547062,0.54134,,
ENSG00000056661,0.607197,0.552155,,
ENSG00000073605,0.787004,0.633928,,
ENSG00000131759,0.525958,0.504892,,
ENSG00000236194,0.574513,0.506267,,
ENSG00000214578,0.600423,0.89899,,
ENSG00000131477,0.554742,0.851143,,
ENSG00000238723,0.808565,0.951686,,
ENSG00000262265,0.853648,0.802332,,
ENSG00000005243,0.566205,0.66977,,
ENSG00000251964,1.16111,0.71758,,
ENSG00000005884,0.69791,0.658301,,
ENSG00000167100,0.825406,0.656209,,
ENSG00000015532,0.653296,0.592286,,
ENSG00000241462,0.848414,0.785406,,
ENSG00000207235,0.89551,0.869549,,
ENSG00000242398,0.594112,0.65321,,
ENSG00000176809,0.510119,0.58439,,
ENSG00000244044,0.610514,0.643698,,
ENSG00000141337,0.585701,0.543413,,
ENSG00000227036,0.512337,0.547735,,
ENSG00000172782,0.694395,0.612085,,
ENSG00000125449,0.646014,0.531689,,
ENSG00000125454,0.55373,0.536493,,
ENSG00000182173,0.652503,0.564263,,
ENSG00000129646,0.706709,0.59542,,
ENSG00000212418,0.61569,0.567071,,
ENSG00000238658,1.0802,0.812496,,
ENSG00000173818,0.602013,0.60637,,
ENSG00000185504,0.601837,0.596931,,
ENSG00000225663,0.544714,0.540394,,
ENSG00000235296,0.736004,0.533281,,
ENSG00000181396,0.634994,0.623277,,
ENSG00000169660,0.720758,0.565302,,
ENSG00000137274,0.633271,0.593007,,
ENSG00000168994,0.568632,0.637255,,
ENSG00000224707,0.533189,0.596152,,
ENSG00000168405,0.64972,0.561271,,
ENSG00000197409,0.678609,0.709226,,
ENSG00000196966,0.546816,0.567036,,
ENSG00000203813,0.588955,0.565264,,
ENSG00000196374,0.635776,0.566047,,
ENSG00000137185,0.566013,0.510403,,
ENSG00000189298,0.536327,0.529351,,
ENSG00000187987,0.570569,0.579055,,
ENSG00000232040,0.642967,0.511456,,
ENSG00000204599,0.528068,0.504344,,
ENSG00000201988,0.821519,0.651324,,
ENSG00000228962,0.799063,0.748072,,
ENSG00000198502,0.552267,0.719955,,
ENSG00000204228,0.507751,0.519562,,
ENSG00000065029,0.641081,0.661447,,
ENSG00000200597,0.585904,0.634776,,
ENSG00000226454,0.755149,0.530941,,
ENSG00000124496,0.779018,0.715914,,
ENSG00000112619,0.894613,0.773694,,
ENSG00000124574,0.644002,0.624881,,
ENSG00000252871,0.971999,0.544657,,
ENSG00000230554,0.68169,0.536789,,
ENSG00000146070,0.667975,0.523575,,
ENSG00000252106,0.685565,0.687601,,
ENSG00000252253,0.869365,0.75804,,
ENSG00000262803,0.707064,0.525963,,
ENSG00000199094,0.670327,0.708074,,
ENSG00000239132,0.65883,0.589059,,
ENSG00000217512,0.669607,0.596365,,
ENSG00000146242,0.618591,0.537565,,
ENSG00000118420,0.750153,0.647389,,
ENSG00000223998,0.514693,0.571948,,
ENSG00000214457,0.796612,0.541483,,
ENSG00000112214,0.598926,0.554893,,
ENSG00000226684,0.549414,0.589791,,
ENSG00000135537,0.575207,0.55466,,
ENSG00000199944,0.567618,0.55816,,
ENSG00000255389,0.611336,0.703782,,
ENSG00000112769,0.591232,0.756795,,
ENSG00000111817,0.569358,0.698222,,
ENSG00000164465,0.715571,0.501173,,
ENSG00000231842,0.70324,0.622751,,
ENSG00000221503,0.880608,0.722353,,
ENSG00000182404,0.650924,0.512135,,
ENSG00000201012,0.716127,0.537442,,
ENSG00000216613,0.527348,0.507747,,
ENSG00000112378,0.617435,0.629176,,
ENSG00000225177,0.504724,0.59123,,
ENSG00000224460,0.80033,0.52839,,
ENSG00000189007,0.511169,0.507509,,
ENSG00000241847,0.535352,0.554479,,
ENSG00000203727,0.526726,0.517878,,
ENSG00000177688,0.619354,0.649688,,
ENSG00000252658,0.813143,0.76969,,
ENSG00000214239,1.4888,0.778109,,
ENSG00000231863,0.659621,0.577558,,
ENSG00000223942,1.23403,0.732386,,
ENSG00000256956,0.877743,0.52163,,
ENSG00000232082,0.79532,0.54629,,
ENSG00000026297,0.638776,0.660396,,
ENSG00000197146,0.664998,0.546594,,
ENSG00000224318,0.777148,0.601564,,
ENSG00000230398,0.647633,0.53067,,
ENSG00000226642,0.683692,0.659317,,
ENSG00000206561,0.697923,0.624371,,
ENSG00000207251,0.726942,0.633074,,
ENSG00000206559,0.612402,0.55644,,
ENSG00000144642,0.629566,0.700743,,
ENSG00000144645,0.676974,0.556502,,
ENSG00000206645,1.06036,0.855543,,
ENSG00000230409,0.530024,0.581683,,
ENSG00000222872,0.744957,0.608667,,
ENSG00000241939,0.56042,0.557383,,
ENSG00000178917,0.513333,0.51135,,
ENSG00000186446,0.543413,0.501441,,
ENSG00000160801,0.503023,0.551183,,
ENSG00000227398,0.598334,0.517553,,
ENSG00000241470,0.905738,0.738059,,
ENSG00000178149,0.726321,0.73682,,
ENSG00000188315,0.521352,0.552796,,
ENSG00000145020,0.55819,0.504441,,
ENSG00000243477,0.627552,0.611976,,
ENSG00000114779,0.508939,0.508952,,
ENSG00000010319,0.55492,0.685337,,
ENSG00000212493,0.701526,0.672864,,
ENSG00000144730,0.523634,0.547439,,
ENSG00000202071,1.27467,0.820032,,
ENSG00000214552,1.04229,1.11396,,
ENSG00000144736,0.653542,0.582958,,
ENSG00000238959,0.718264,0.539862,,
ENSG00000255423,0.50692,0.533074,,
ENSG00000239119,0.856874,1.04347,,
ENSG00000240964,0.741089,0.726669,,
ENSG00000206712,0.967271,0.818991,,
ENSG00000239747,1.13719,0.774656,,
ENSG00000144824,0.547522,0.773708,,
ENSG00000206530,0.67068,0.669749,,
ENSG00000241156,0.855411,0.760624,,
ENSG00000173200,0.533007,0.581157,,
ENSG00000082684,0.564624,0.57051,,
ENSG00000082781,0.601578,0.615411,,
ENSG00000243508,0.664752,0.591785,,
ENSG00000241278,0.631295,0.5863,,
ENSG00000197763,0.685422,0.591039,,
ENSG00000132394,0.638524,0.567244,,
ENSG00000242337,0.595222,0.505517,,
ENSG00000252641,0.749605,0.536571,,
ENSG00000240695,0.924732,0.789218,,
ENSG00000248773,0.684176,0.57274,,
ENSG00000202125,0.600423,0.522857,,
ENSG00000239570,0.602556,0.712058,,
ENSG00000214216,0.762448,0.741725,,
ENSG00000206120,0.584671,0.669421,,
ENSG00000163584,0.532769,0.562204,,
ENSG00000075420,0.557751,0.592941,,
ENSG00000237645,0.726942,0.704569,,
ENSG00000244346,0.556339,0.610142,,
ENSG00000202502,0.52281,0.878915,,
ENSG00000145194,0.720128,0.599179,,
ENSG00000182580,0.648489,0.529277,,
ENSG00000240958,0.871956,0.578698,,
ENSG00000163918,0.68793,0.62262,,
ENSG00000163923,0.519911,0.64157,,
ENSG00000207368,0.620198,0.705786,,
ENSG00000119227,0.743035,0.72671,,
ENSG00000197701,0.583452,0.509618,,
ENSG00000252616,1.21927,0.548897,,
ENSG00000207642,0.91621,0.700078,,
ENSG00000185049,0.653115,0.598505,,
ENSG00000239247,0.708342,0.51486,,
ENSG00000168826,0.604921,0.584993,,
ENSG00000247708,0.644038,0.632762,,
ENSG00000249896,0.630762,0.597694,,
ENSG00000251615,0.551707,0.533621,,
ENSG00000155275,0.683869,0.628412,,
ENSG00000248228,0.539497,0.635367,,
ENSG00000168228,0.61569,0.568301,,
ENSG00000231160,0.619287,0.597974,,
ENSG00000243260,0.701898,0.628685,,
ENSG00000078177,0.767836,0.724335,,
ENSG00000241625,0.57208,0.547754,,
ENSG00000174796,0.53537,0.546707,,
ENSG00000138744,0.744417,0.577229,,
ENSG00000138771,0.639417,0.670602,,
ENSG00000231335,0.68328,0.508499,,
ENSG00000248019,0.546727,0.556958,,
ENSG00000138821,0.628012,0.630288,,
ENSG00000230069,0.675462,0.516274,,
ENSG00000138780,0.555958,0.565604,,
ENSG00000236922,0.578949,0.502438,,
ENSG00000248280,0.610048,0.516355,,
ENSG00000138741,0.674504,0.577501,,
ENSG00000224786,0.610337,0.591487,,
ENSG00000164056,0.590399,0.560788,,
ENSG00000085871,0.640982,0.558666,,
ENSG00000251600,0.939395,0.810557,,
ENSG00000121210,0.556072,0.547087,,
ENSG00000200350,0.980633,0.586806,,
ENSG00000253001,0.625235,0.560383,,
ENSG00000248546,0.614979,0.643474,,
ENSG00000201516,1.29517,0.712058,,
ENSG00000251739,0.590664,0.642958,,
ENSG00000205129,0.616054,0.533849,,
ENSG00000207497,0.534305,0.7998,,
ENSG00000258768,0.532063,0.510587,,
ENSG00000186648,0.594185,0.592639,,
ENSG00000258704,0.745865,0.611026,,
ENSG00000100902,0.520166,0.506158,,
ENSG00000238718,1.20805,1.02787,,
ENSG00000257272,0.66084,0.526981,,
ENSG00000187790,0.560433,0.551156,,
ENSG00000131981,0.664981,0.78481,,
ENSG00000240239,0.572791,0.555709,,
ENSG00000181619,0.692456,0.600053,,
ENSG00000258445,0.598418,0.584934,,
ENSG00000023608,0.505953,0.524376,,
ENSG00000054654,0.618001,0.740699,,
ENSG00000206768,1.06036,0.722113,,
ENSG00000257759,0.538252,0.513994,,
ENSG00000119599,0.607314,0.523313,,
ENSG00000258603,0.642967,0.524687,,
ENSG00000259606,0.910024,0.626409,,
ENSG00000070778,0.605626,0.625297,,
ENSG00000247092,0.545739,0.501046,,
ENSG00000199082,0.600423,0.598637,,
ENSG00000207569,0.81189,0.760412,,
ENSG00000207608,0.69118,0.836759,,
ENSG00000238527,0.635085,0.741039,,
ENSG00000251918,0.970576,0.887846,,
ENSG00000202293,0.96073,0.714324,,
ENSG00000199109,0.91621,0.868833,,
ENSG00000207761,1.18745,0.678178,,
ENSG00000194717,0.705635,0.831093,,
ENSG00000221614,0.841769,0.553973,,
ENSG00000258861,0.783591,0.723494,,
ENSG00000216179,1.08085,0.631701,,
ENSG00000080823,0.770271,0.655835,,
ENSG00000022976,0.548679,0.570307,,
ENSG00000185215,0.502435,0.555673,,
ENSG00000184990,0.547799,0.598094,,
ENSG00000184916,0.553168,0.593351,,
ENSG00000237647,0.688041,0.523738,,
ENSG00000249188,0.579624,0.784603,,
ENSG00000207701,0.767573,0.810565,,
ENSG00000171044,0.730797,0.593982,,
ENSG00000254936,1.01829,0.833462,,
ENSG00000254556,0.758976,0.69951,,
ENSG00000255495,0.597533,0.523143,,
ENSG00000158863,0.548511,0.515228,,
ENSG00000147439,0.618848,0.592931,,
ENSG00000168081,0.53073,0.68287,,
ENSG00000202411,0.700506,0.675423,,
ENSG00000104299,0.509082,0.503566,,
ENSG00000253222,0.585261,0.558115,,
ENSG00000233170,0.653398,0.525387,,
ENSG00000253586,0.718899,0.64849,,
ENSG00000253475,0.706621,0.550628,,
ENSG00000253857,0.713565,0.750841,,
ENSG00000180828,0.53616,0.652096,,
ENSG00000221947,0.660048,0.525163,,
ENSG00000260838,0.716683,0.517839,,
ENSG00000254273,0.535483,0.537335,,
ENSG00000253137,0.636166,0.570456,,
ENSG00000207359,0.653735,0.564379,,
ENSG00000104356,0.544119,0.566947,,
ENSG00000104450,0.696108,0.580552,,
ENSG00000164930,0.734787,0.654372,,
ENSG00000238656,1.06036,0.713889,,
ENSG00000253839,0.760962,0.620012,,
ENSG00000254258,0.521329,0.605207,,
ENSG00000169427,0.647663,0.595053,,
ENSG00000014164,0.544799,0.516988,,
ENSG00000104524,0.568582,0.655038,,
ENSG00000179832,0.634374,0.565208,,
ENSG00000170616,0.928641,0.525735,,
ENSG00000173137,0.515262,0.531576,,
ENSG00000160972,0.716674,0.67267,,
ENSG00000239107,1.4015,0.694965,,
ENSG00000243740,0.758623,0.54903,,
ENSG00000142149,0.616294,0.569958,,
ENSG00000228107,0.665281,0.661,,
ENSG00000159259,0.61667,0.530272,,
ENSG00000160188,0.542055,0.619636,,
ENSG00000160193,0.730691,0.653826,,
ENSG00000186866,0.522886,0.594023,,
ENSG00000182362,0.663964,0.630014,,
ENSG00000177042,0.563786,0.570437,,
ENSG00000255284,0.778841,0.643399,,
ENSG00000201616,0.606436,0.56397,,
ENSG00000021762,0.593366,0.602083,,
ENSG00000166436,0.720062,0.529765,,
ENSG00000166444,0.553272,0.510851,,
ENSG00000255097,0.511036,0.607763,,
ENSG00000133800,0.509965,1.07432,,
ENSG00000110693,0.60091,0.662596,,
ENSG00000201586,0.61569,0.703093,,
ENSG00000240808,0.794265,0.628283,,
ENSG00000151117,0.622877,0.560015,,
ENSG00000255270,0.589706,0.514504,,
ENSG00000176697,0.562131,0.563824,,
ENSG00000254537,0.64872,0.709554,,
ENSG00000255207,0.625745,0.647253,,
ENSG00000180720,0.820324,0.676531,,
ENSG00000186907,0.687165,0.727542,,
ENSG00000110104,0.548436,0.553458,,
ENSG00000149483,0.569736,0.557487,,
ENSG00000167985,0.670155,0.612034,,
ENSG00000256443,0.527951,0.626654,,
ENSG00000204922,0.501345,0.511882,,
ENSG00000184999,0.806441,0.592169,,
ENSG00000167771,0.796761,0.607538,,
ENSG00000110011,0.605837,0.512646,,
ENSG00000068831,0.631094,0.604251,,
ENSG00000126391,0.688896,0.620707,,
ENSG00000173442,0.505041,0.641121,,
ENSG00000255468,0.598418,0.601559,,
ENSG00000174669,0.684763,0.515636,,
ENSG00000238892,0.629418,0.599173,,
ENSG00000175634,0.620247,0.585459,,
ENSG00000132740,0.621801,0.612946,,
ENSG00000162341,0.514256,0.549204,,
ENSG00000149716,0.575229,0.507438,,
ENSG00000227726,0.540794,0.56783,,
ENSG00000224119,0.590472,0.548062,,
ENSG00000214530,0.554589,0.568826,,
ENSG00000255136,0.813517,0.790652,,
ENSG00000223013,0.926606,0.533166,,
ENSG00000212030,0.666625,0.801691,,
ENSG00000178301,0.526832,0.525973,,
ENSG00000254985,0.652408,0.624713,,
ENSG00000087884,0.502237,0.55331,,
ENSG00000252494,1.6169,1.23296,,
ENSG00000211997,0.746279,0.645109,,
ENSG00000213305,0.785402,0.858741,,
ENSG00000215504,0.591341,0.598061,,
ENSG00000255929,0.68603,0.781896,,
ENSG00000223269,0.768046,0.619835,,
ENSG00000165895,0.567934,0.654137,,
ENSG00000256422,0.720281,0.701873,,
ENSG00000255403,0.712938,0.740812,,
ENSG00000200855,1.00141,0.882597,,
ENSG00000086848,0.503568,0.50539,,
ENSG00000137720,0.515062,0.559441,,
ENSG00000166682,0.521162,0.686347,,
ENSG00000160613,0.530175,0.529228,,
ENSG00000110274,0.643806,0.670521,,
ENSG00000172273,0.596296,0.549811,,
ENSG00000166250,0.573424,0.605909,,
ENSG00000149564,0.575157,0.654014,,
ENSG00000222844,0.785016,0.724875,,
ENSG00000064309,0.53519,0.60481,,
ENSG00000255358,0.723579,0.548462,,
ENSG00000080854,0.735962,0.551425,,
ENSG00000151503,0.539795,0.538411,,
ENSG00000210164,1.08896,0.588698,,
