GeneID;log2 FC;log10 p-value
CAPRIN1;-0,003018192;-0,004399676
CAPRIN2;-0,136113582;-0,788722091
CAPS;-0,220800515;-0,369549941
CAPS2;-0,330124264;-0,325412936
CAPZA1;0,74192843;-1,707036608
CAPZA2;0,641258107;-1,274858581
CAPZB;-0,070030017;-0,107741482
CARD11;-0,458526824;-2,272418355
CARD14;-1,073783599;-0,488893738
CARD16;-0,337578307;-0,563498515
CARD17;1,121513345;-1,095532282
CARD19;-0,912446786;-1,679282238
CARD6;1,62281093;-0,869696161
CARD8;1,584114106;-2,131401788
CARD8-AS1;1,535286978;-3,216516886
CARD9;-0,70928659;-1,50736293
CARF;0,25935997;-0,324399858
CARHSP1;0,198382477;-0,381127946
CARM1;-0,429574943;-1,735523887
CARMIL1;0,215857812;-0,303048421
CARMIL2;-0,180045041;-0,386568404
CARNMT1;0,465401215;-0,913867309
CARNS1;-0,373578785;-0,653029463
CARS1;0,142849149;-0,390426252
CARS2;0,149377624;-0,325592721
CASC15;0,15181053;-0,105200812
CASC3;0,671848304;-0,644809829
CASC8;1,717841972;-0,483375454
CASD1;0,332875523;-0,338226932
CASK;-0,390490363;-1,398734365
CASKIN2;-0,857234136;-0,774574958
CASP1;0,506713197;-2,582299797
CASP10;0,1332043;-0,60946783
CASP1P2;1,408943533;-1,206303196
CASP2;0,336415995;-1,061993091
CASP3;0,412109369;-1,35026028
CASP4;0,475133935;-1,223955367
CASP4LP;0,016473077;-0,019589717
CASP5;1,5849922;-1,105468842
CASP6;0,424641539;-0,932924795
CASP7;-0,413208934;-1,105578304
CASP8;0,331351349;-0,516932159
CASP8AP2;0,929475139;-0,919864963
CASP9;-0,001242629;-0,002457899
CASS4;2,237544885;-0,918531997
CAST;-0,511680981;-0,923709603
CASTOR1;-0,378143571;-0,432824697
CASTOR2;0,274968146;-0,561445709
CASTOR3;0,673876625;-1,027365007
CASZ1;-0,695141402;-1,311383927
CAT;1,610227797;-2,02114894
CATIP;0,664319877;-0,852713567
CATIP-AS1;-0,063608386;-0,040682814
CATSPER1;-0,875832312;-0,988722836
CATSPER2;0,19980162;-0,527566994
CATSPER2P1;-0,035973276;-0,045521927
CATSPER3;-0,805549091;-0,501642953
CATSPERE;-0,188213524;-0,142036208
CATSPERG;0,29993894;-0,499980786
CAV1;-1,366676143;-0,717512424
CAV2;0,659527738;-0,249067097
CAVIN1;0,323314819;-0,234288291
CAVIN2;-0,281441704;-0,263124878
CAVIN3;-1,963832599;-2,929393661
CBFA2T2;-0,32947132;-1,155156103
CBFA2T3;0,911146019;-0,729436597
CBFB;0,16711667;-0,271955268
CBL;0,812115233;-1,041831242
CBLB;-0,768128645;-1,101152768
CBLL1;0,02314553;-0,030969871
CBLN3;0,025266652;-0,024370732
CBR1;0,169206658;-0,413329983
CBR3;0,446198787;-0,615053643
CBR3-AS1;-0,040161417;-0,04573101
CBR4;0,66580614;-1,533208799
CBWD1;0,00646882;-0,010452634
CBWD2;0,363393996;-1,543566941
CBWD3;1,527580441;-1,252463161
CBWD4P;0,015249232;-0,009858219
CBWD5;0,484633375;-0,720363891
CBWD6;0,719301292;-1,08343156
CBX1;0,977218929;-1,020262203
CBX2;0,812049106;-0,540343064
CBX3;-0,158948773;-0,864596881
CBX3P2;-0,201356171;-0,299629445
CBX3P9;0,06644186;-0,040137725
CBX4;-0,750310926;-2,211707767
CBX5;-0,058161564;-0,09431263
CBX6;-0,557531529;-0,946855281
CBX7;0,583199892;-2,452709774
CBX8;0,7139862;-2,173460173
CBY1;0,976596128;-2,080646241
CC2D1A;-0,015503459;-0,009398773
CC2D1B;0,447704248;-2,2959234
CC2D2A;-0,237946439;-0,151404864
CC2D2B;0,878397275;-1,188347858
CCAR1;-0,155281582;-0,302795846
CCAR2;-0,32825902;-2,1247225
CCDC102A;0,411457224;-1,01468617
CCDC102B;-0,040338316;-0,031927719
CCDC106;0,096512883;-0,087866568
CCDC107;-0,239758988;-0,459719164
CCDC112;0,107624809;-0,431016863
CCDC113;-0,098557631;-0,047710287
CCDC114;0,401712781;-0,845123464
CCDC115;-0,017829561;-0,056280187
CCDC117;0,744179534;-1,392232767
CCDC12;-0,846896294;-1,256102551
CCDC120;-0,312023329;-0,940367992
CCDC121;2,727595043;-1,815138885
CCDC122;0,787106067;-0,700513402
CCDC124;-0,708821349;-1,078431134
CCDC125;2,14684665;-1,724677807
CCDC126;1,104468877;-2,130175363
CCDC127;0,582448709;-1,598581477
CCDC13;-0,318004608;-0,168920915
CCDC130;-0,184665996;-0,571329866
CCDC134;-0,373788202;-0,5901933
CCDC136;0,190496899;-0,306547641
CCDC137;-0,012831588;-0,024084097
CCDC138;-0,155521286;-0,370696884
CCDC14;-0,167193724;-0,313563191
CCDC141;0,171076096;-0,122482846
CCDC142;1,209940883;-1,908347435
CCDC144B;-0,052149386;-0,027143402
CCDC144NL-AS1;0,709595986;-0,321540482
CCDC146;0,939695288;-1,813081037
CCDC149;-0,479060151;-0,618451147
CCDC15;0,818050916;-0,803049562
CCDC15-DT;0,404262084;-0,26860805
CCDC151;-1,350539083;-0,974352103
CCDC152;0,450356799;-0,355212962
CCDC153;1,130393064;-0,994945727
CCDC154;0,232805386;-0,301611509
CCDC157;-0,297317965;-0,969905669
CCDC159;-0,413524841;-0,809388965
CCDC162P;0,095979943;-0,051420803
CCDC163;0,542201403;-0,241116797
CCDC167;-0,834643886;-0,96078817
CCDC17;0,469990309;-0,848259437
CCDC170;1,222309958;-2,968275655
CCDC171;-0,232649523;-0,375771663
CCDC174;0,547164116;-1,762876145
CCDC18;-0,083492205;-0,147429678
CCDC18-AS1;-0,256274387;-0,445301904
CCDC180;-0,268946311;-0,391198797
CCDC183;0,338813556;-0,220561423
CCDC183-AS1;0,09404;-0,076678165
CCDC186;0,473305064;-0,792871579
CCDC187;0,079157491;-0,024204055
CCDC189;0,359505557;-0,566066455
CCDC191;0,092393324;-0,138166304
CCDC194;-0,13759883;-0,073894255
CCDC22;-0,530638715;-1,130373543
CCDC24;0,198335779;-0,25004184
CCDC25;-0,280151212;-1,002225265
CCDC26;0,120371069;-0,076406258
CCDC28A;0,331316901;-0,727606912
CCDC28B;0,205918422;-0,232082522
CCDC3;-1,079480064;-0,522078918
CCDC30;0,793800859;-2,129243263
CCDC32;0,25642735;-0,583678895
CCDC34;0,189760459;-0,123501924
CCDC40;0,436138636;-0,158043971
CCDC42;-0,178652425;-0,07754499
CCDC43;-0,335965126;-0,63631997
CCDC47;0,397783489;-0,845931568
CCDC50;-0,512547288;-1,399316028
CCDC51;0,394193726;-1,816038809
CCDC57;-0,371644813;-1,067858407
CCDC58;-0,18888325;-0,371292587
CCDC59;-1,222463078;-2,048723338
CCDC6;-0,897630408;-1,902551815
CCDC61;0,168642422;-0,217435153
CCDC62;1,63483685;-3,351957776
CCDC65;0,433055807;-0,531008846
CCDC66;-0,184598317;-0,292592924
CCDC68;-1,905304345;-0,62243068
CCDC69;-0,515342405;-1,49502447
CCDC7;0,336885022;-0,561874033
CCDC71;0,042161388;-0,073528554
CCDC71L;0,008629065;-0,011765131
CCDC74A;0,048363787;-0,023425929
CCDC74B;-0,416127036;-0,373144978
CCDC77;0,584210266;-0,69620347
CCDC78;-0,494322937;-0,67474202
CCDC81;-0,609846628;-0,825355429
CCDC82;0,201757408;-0,45144712
CCDC85B;-0,59018743;-0,900753917
CCDC85C;-0,468942875;-1,356344003
CCDC86;-0,862533138;-1,871289711
CCDC88A;-0,59281761;-1,196535231
CCDC88B;0,537623792;-1,046941033
CCDC88C;-0,421487274;-1,503693431
CCDC9;-0,498893495;-0,77465741
CCDC90B;0,43893937;-1,836502797
CCDC91;-0,275145926;-0,708569641
CCDC92;0,269592267;-0,459187407
CCDC93;-0,078538303;-0,146179237
CCDC96;-0,482970797;-0,635746179
CCDC97;0,616325999;-1,681421901
CCDC9B;0,778425744;-2,724143302
CCHCR1;-0,316193266;-0,195574311
CCL28;-0,104887924;-0,267339678
CCL3L1;-7,975155823;-0,745523496
CCL4L2;-3,442735341;-0,730448809
CCM2;0,660846906;-1,503118132
CCN3;5,219476052;-0,985193761
CCNA2;0,218771719;-0,187721589
CCNB1;-0,937906244;-0,383326803
CCNB1IP1;-0,213905892;-0,578579215
CCNB2;-1,350661673;-0,466867138
CCNB3;0,051187078;-0,042620476
CCNC;-0,291098519;-0,88330921
CCND1;0,509644321;-0,299907102
CCND2;-0,119820469;-0,372683089
CCND2-AS1;-0,060675151;-0,028131066
CCND3;-0,203384917;-0,343635299
CCNDBP1;0,719501688;-1,661091713
CCNE1;-1,645991854;-1,516446055
CCNE2;0,263241029;-0,26466987
CCNF;0,290716284;-0,62139608
CCNG1;-0,224713829;-0,54201312
CCNG2;0,994515071;-1,423323409
CCNH;-0,123708958;-0,358524278
CCNI;-0,037341082;-0,051064168
CCNI2;0,845535673;-0,966312397
CCNJ;-0,864261614;-1,024368249
CCNJL;3,27695747;-0,851813266
CCNK;-0,271864715;-0,452253284
CCNL1;-0,925915142;-1,062515761
CCNL2;0,059539046;-0,323883755
CCNQ;-0,336184188;-0,839643923
CCNT1;-0,514510592;-0,731240687
CCNT2;0,241113252;-0,414942019
CCNT2-AS1;0,78677042;-1,748595017
CCNY;-0,173012535;-0,331708213
CCNYL1;0,135725881;-0,224622429
CCP110;0,598190131;-1,220409506
CCPG1;1,863079905;-0,989494268
CCR1;1,292104789;-0,592041852
CCR10;-1,11215092;-0,715420147
CCR12P;0,406700639;-0,449985594
CCR2;1,145590846;-1,293727593
CCR3;3,399647871;-0,956762548
CCR4;0,109837574;-0,08556717
CCR5;1,259329925;-2,906315283
CCR5AS;0,625659462;-0,814760585
CCR6;-0,602646131;-0,617364078
CCR7;-0,216152795;-0,28341185
CCR8;0,374269455;-0,198377675
CCR9;-0,284594128;-0,101605761
CCRL2;-1,657890615;-0,838195531
CCS;0,190383224;-0,302381738
CCSAP;0,179234161;-0,187640009
CCSER1;-0,71102308;-0,548800737
CCSER2;-0,88034905;-1,305798468
CCT2;-0,170428614;-0,67120962
CCT3;-0,005135855;-0,005423125
CCT4;0,212613856;-0,823574041
CCT5;0,438513069;-1,307826711
CCT6A;-0,04781148;-0,171649048
CCT6B;-1,574644377;-1,6850285
CCT6P1;-0,83091238;-2,561874859
CCT6P3;0,580181865;-0,789290241
CCT7;-0,222914097;-0,433656588
CCT8;-0,380010527;-1,303623481
CCT8P1;-0,825874411;-1,090150817
CCZ1;-0,131744638;-0,20789954
CCZ1B;0,169133746;-0,132036788
CD101;-0,327961971;-1,130418094
CD109;-0,471128601;-0,519838042
CD14;-1,619709583;-2,288566192
CD151;-1,187288112;-1,555489302
CD160;0,59156606;-0,488026569
CD163;-0,887892242;-2,008933724
CD163L1;-1,728533627;-1,188909336
CD164;0,496092674;-0,777126499
CD177;1,979153791;-0,327210861
CD180;1,713177887;-0,971591595
CD19;0,029619683;-0,023534455
CD1A;0,417779369;-0,242686429
CD1B;-0,045935805;-0,015273127
CD1C;-0,213793215;-0,128037019
CD1D;-0,617283302;-0,844864784
CD1E;0,352661695;-0,288515836
CD2;0,258182041;-0,509168587
CD200;0,814872307;-1,637726774
CD200R1;1,411957514;-1,766645886
CD207;-0,393306648;-0,20655042
CD209;-1,085781272;-0,510712565
CD22;0,634016965;-0,645002211
CD226;0,253868744;-0,270447477
CD24;0,815199385;-0,929896341
CD244;-0,010110965;-0,012667403
CD247;-0,506712878;-3,259943914
CD248;0,021562214;-0,013222103
CD27;0,125945749;-0,083566374
CD27-AS1;0,136666538;-0,243594767
CD274;1,198779458;-3,384106946
CD28;-0,337187507;-0,547769617
CD2AP;0,208221836;-0,241157391
CD2BP2;0,220120261;-0,818010959
CD2BP2-DT;2,364153652;-1,552974796
CD300A;0,836927156;-1,297586088
CD300C;-0,576658814;-1,038738635
CD300E;-1,615875127;-1,587687446
CD300H;-0,805256368;-1,481560162
CD300LB;0,612556387;-0,666963405
CD300LD;0,366026125;-0,200813926
CD300LF;0,361890324;-0,80218103
CD302;0,73844263;-0,724313879
CD320;-0,610302663;-0,671778946
CD33;-0,146426696;-0,303751727
CD34;-0,431567681;-0,350647006
CD36;-0,00391505;-0,005565017
CD37;-0,12310641;-0,239318379
CD38;-0,622863559;-0,732254654
CD3D;-0,4544257;-0,555173718
CD3E;-0,269781238;-0,407839312
CD3G;0,61486497;-1,457334273
CD4;-0,713479758;-2,443184549
CD40;0,370594511;-0,364018301
CD40LG;0,393378788;-1,066985494
CD44;-0,618307034;-2,108972711
CD46;1,719688152;-1,940543726
CD47;-0,021952373;-0,03200774
CD48;-0,22935128;-0,918439983
CD5;-0,991282783;-1,561499438
CD52;-0,560605788;-0,775708279
CD53;0,618778588;-1,66661668
CD55;-0,231053442;-0,236824002
CD58;0,94221876;-2,337459707
CD59;0,7968681;-1,205289585
CD6;-0,749512377;-1,852792845
CD63;-0,321832072;-0,715489759
CD68;-1,319371814;-1,330520172
CD69;-2,672789792;-1,397243681
CD7;-0,964988941;-2,034489568
CD70;-0,562072069;-0,481741165
CD72;0,108286649;-0,085383881
CD74;-0,856277464;-1,517804325
CD79A;-0,351261589;-0,342831283
CD79B;0,343503629;-0,258563832
CD80;-0,456996758;-0,29824287
CD81;-0,466723388;-1,107455992
CD81-AS1;-0,543403565;-0,238219011
CD82;0,908063471;-1,347494865
CD83;-4,43713947;-0,902867112
CD84;0,371402591;-0,539749926
CD86;-0,658129413;-0,921071697
CD8A;-0,075610814;-0,113450152
CD8B;-0,527956338;-0,430618354
CD8B2;-0,227493657;-0,122303789
CD9;-0,102389458;-0,0534846
CD93;0,927296806;-0,772175689
CD96;-0,050711843;-0,119267989
CD99L2;-0,393511107;-1,882499842
CDA;1,580486694;-0,592945114
CDADC1;-0,419717532;-0,814848608
CDAN1;0,017026676;-0,065751451
CDC123;0,437820618;-0,89313533
CDC14A;-0,110592374;-0,10777148
CDC14B;-0,207399368;-0,203034609
CDC16;-0,118286283;-0,458672447
CDC20;-2,077067728;-0,463250377
CDC23;0,101574435;-0,310047367
CDC25A;-1,167167171;-0,677974883
CDC25B;-0,074711872;-0,144114831
CDC26;0,252005686;-0,593131142
CDC26P1;-0,275485633;-0,089926555
CDC27;-0,078910054;-0,15383802
CDC34;0,544276418;-1,111561246
CDC37;-0,413671753;-0,792619994
CDC37L1;0,315622183;-0,517124429
CDC37L1-DT;-0,188317419;-0,244414043
CDC40;0,294288546;-0,529103916
CDC42;0,057178177;-0,260611442
CDC42-AS1;0,298048063;-0,12776865
CDC42-IT1;1,645642434;-0,813016976
CDC42BPA;-1,039933627;-1,340590445
CDC42BPB;-1,118371104;-1,911982597
CDC42BPG;0,129195488;-0,581343586
CDC42EP1;-1,458133225;-1,168847374
CDC42EP3;0,102391083;-0,090948143
CDC42EP4;-0,767631063;-1,092833575
CDC42P6;-0,762453367;-1,193917373
CDC42SE1;0,808734628;-2,144693057
CDC42SE2;-0,171065021;-0,37010092
CDC45;-1,477151284;-0,650017208
CDC5L;0,539191005;-2,42087515
CDC6;-0,673883013;-0,314439185
CDC7;0,004429978;-0,007344484
CDC73;0,383151434;-1,00148488
CDCA2;-0,344564291;-0,318060879
CDCA3;-0,833664383;-0,478112828
CDCA4;-0,772804975;-1,639353005
CDCA5;-1,692184263;-0,623855033
CDCA7;-0,432041067;-1,20717129
CDCA7L;0,276373381;-0,584024557
CDCA8;0,063170184;-0,042020771
CDCP1;-0,583058131;-0,675159364
CDH1;-0,935725263;-0,998108775
CDH23;0,256598039;-0,264805065
CDH24;-0,602055742;-1,096816242
CDH26;1,006419441;-1,501078819
CDH3;-0,86941313;-0,446590469
CDH5;-1,333056493;-1,73391989
CDHR1;0,003701203;-0,002436967
CDHR2;0,626247347;-0,892744978
CDHR3;0,335202137;-0,879682894
CDIN1;-0,138305506;-0,458823238
CDIP1;0,11951459;-0,161855899
CDIPT;0,155379158;-0,318401849
CDK1;-1,76769174;-1,075394219
CDK10;-0,140932404;-0,165758418
CDK11A;0,306099325;-0,735687487
CDK11B;0,000300625;-0,000423193
CDK12;0,006833173;-0,01016152
CDK13;0,088558282;-0,182054347
CDK14;0,896714131;-1,304961086
CDK16;-0,899202436;-1,101347887
CDK17;-0,089271312;-0,079360468
CDK18;-0,669484283;-1,034666758
CDK19;0,611776915;-0,723301767
CDK2;-0,117797687;-0,377620128
CDK20;0,203931608;-0,365632154
CDK2AP1;-0,532603821;-1,364346841
CDK2AP2;0,324178603;-0,667027706
CDK2AP2P2;0,588409054;-0,206556942
CDK3;0,732666614;-0,888522879
CDK4;-0,195484796;-0,226092264
CDK5;-0,54192415;-1,816782002
CDK5R1;1,504983908;-1,005779457
CDK5RAP1;-0,593265659;-2,378578152
CDK5RAP2;-0,44808466;-1,461608235
CDK5RAP3;0,215311766;-0,725088494
CDK6;-0,179164804;-0,270283094
CDK8;-0,371465382;-1,142999996
CDK9;-0,498001903;-2,137176849
CDKAL1;-0,150621568;-0,255025947
CDKL1;0,158354549;-0,326149509
CDKL3;0,334344256;-0,287271079
CDKL5;1,35173865;-0,982969752
CDKN1A;-3,214318467;-1,172951725
CDKN1B;0,184424571;-0,284923833
CDKN1C;-0,730313333;-0,551898453
CDKN2A;-0,761518887;-0,921271179
CDKN2AIP;0,23852058;-0,540527575
CDKN2AIPNL;-0,378202104;-1,075176303
CDKN2B;1,316422163;-1,345577313
CDKN2B-AS1;-0,355516642;-0,301189827
CDKN2C;-0,525117288;-0,886917503
CDKN2D;-0,434317238;-0,606651423
CDKN3;-0,956133972;-0,449928194
CDNF;0,855650059;-1,445315827
CDON;-0,214247493;-0,320892714
CDPF1;-0,066107132;-0,067734066
CDPF1P1;-0,475030661;-0,265239606
CDR2;-0,595066318;-1,266771771
CDR2L;-1,21087025;-0,624215931
CDRT1;0,576910099;-0,194796611
CDRT4;0,055695552;-0,0326928
CDS1;-0,584098191;-0,820180987
CDS2;0,505220697;-0,496106727
CDT1;-1,857161712;-0,878888546
CDV3;-0,29682658;-1,226070053
CDYL;-0,526829509;-1,558715618
CDYL2;-0,636668143;-0,820926815
CEACAM1;3,18600851;-1,876837462
CEACAM19;-0,598860681;-1,053520475
CEACAM21;0,75678142;-1,458031975
CEACAM3;4,431266551;-1,367166574
CEACAM6;-0,981900262;-0,650103623
CEACAM8;-0,682425075;-0,307919155
CEBPA;0,006038971;-0,007070856
CEBPA-DT;1,636724562;-0,566484606
CEBPB;-0,052366511;-0,043694556
CEBPB-AS1;-0,241385027;-0,271447529
CEBPD;0,491775767;-0,530995475
CEBPE;2,473606749;-2,958567895
CEBPG;-0,452570976;-1,480812261
CEBPZ;-0,388830071;-0,875023685
CEBPZOS;-0,113912794;-0,277092394
CECR2;-0,393233466;-0,183470155
CECR7;-0,069686907;-0,042370149
CEL;0,814912323;-0,51027712
CELA1;-0,468668316;-0,321293565
CELF1;0,011503972;-0,023688748
CELF2;0,379337592;-0,952677976
CELF5;-0,376921361;-0,409075465
CELSR1;0,435944649;-0,452146472
CELSR2;-0,775313636;-1,38904956
CELSR3;-0,244740276;-0,332847328
CEMIP2;-0,76710439;-0,592557098
CEMP1;-1,363348919;-0,870555674
CENPA;-0,782260382;-0,460966045
CENPB;-0,674297816;-1,87572002
CENPBD1;1,041052172;-1,440707498
CENPBD1P1;0,406734048;-0,807219366
CENPC;0,174543887;-0,273097122
CENPE;-0,14130989;-0,074485442
CENPF;-0,770637272;-0,503742545
CENPH;-0,180229728;-0,332619482
CENPI;0,08545383;-0,038946013
CENPJ;0,071971432;-0,115211945
CENPK;0,602493767;-0,330787493
CENPL;-0,301346277;-0,764682649
CENPM;-1,136051233;-0,515365173
CENPN;-0,24638016;-0,670942529
CENPO;-0,335240051;-0,911454135
CENPP;-1,61720022;-2,445088432
CENPQ;0,281356827;-0,336681346
CENPS;-0,408214959;-0,306154242
CENPT;-0,567368441;-0,971244028
CENPU;-0,666144357;-0,716562184
CENPV;-0,06767357;-0,096630562
CENPW;-1,349453696;-1,526459151
CENPX;-0,604096199;-0,644954748
CEP104;0,280124901;-0,65061627
CEP112;-0,29316544;-0,190179483
CEP120;-0,076099341;-0,094903381
CEP126;0,015049126;-0,019962244
CEP128;-0,580374379;-1,499336041
CEP131;-0,323267033;-0,951935527
CEP135;0,176033869;-0,363606474
CEP152;-0,042356161;-0,094630931
CEP162;0,402947953;-0,986661185
CEP164;-0,281649872;-1,896460359
CEP170;-0,382942176;-0,3283017
CEP170B;0,002788884;-0,002079747
CEP19;4,556710499;-1,048830508
CEP192;0,354682093;-0,500402548
CEP20;0,32004036;-0,322038668
CEP250;0,508129805;-2,024595938
CEP250-AS1;0,235894915;-0,363442819
CEP290;-0,250136221;-0,483695687
CEP295;0,372170238;-1,500689059
CEP295NL;2,082361532;-2,570795011
CEP350;0,232304316;-0,454980617
CEP41;0,35583249;-0,938347186
CEP43;0,635168958;-2,800242366
CEP44;0,4992044;-0,990323001
CEP55;-0,713163913;-0,242864979
CEP57;0,142482297;-0,326965588
CEP57L1;0,518959736;-0,538405338
CEP63;1,713423218;-1,344514958
CEP68;-0,057218292;-0,076137222
CEP70;-0,183647266;-0,379171481
CEP72;0,217418087;-0,356582841
CEP76;0,408655152;-0,822910491
CEP78;-0,289818468;-0,808086068
CEP83;0,241614098;-0,184020518
CEP85;-0,14916399;-0,456690848
CEP85L;-0,225423462;-0,31655343
CEP89;0,77866374;-1,481322958
CEP95;-0,822856612;-2,30145379
CEP97;0,351274141;-0,583303828
CEPT1;0,52772439;-1,066279401
CERCAM;-1,392519039;-1,624556746
CERK;0,105169929;-0,56796851
CERNA1;-1,590994738;-3,278986513
CEROX1;-1,884741114;-1,345072151
CERS2;0,241155471;-0,843222112
CERS3;1,279609113;-0,718215682
CERS4;0,174195677;-0,230711795
CERS5;-0,049349992;-0,120878276
CERS6;-0,704487021;-0,907386834
CERT1;0,385832902;-0,715902077
CES1;-1,463958952;-1,758207427
CES2;-0,067273053;-0,19371178
CES3;-0,953996334;-0,527205816
CES4A;-0,92193072;-2,596280384
CETN2;-0,203364487;-0,332603808
CETN3;0,846784486;-1,040777867
CETN4P;-0,583924079;-0,189688818
CETP;-0,75609376;-0,638220455
CFAP161;-0,141585503;-0,099955614
CFAP20;-0,086503098;-0,16234692
CFAP20DC;-1,288827356;-1,800140205
CFAP251;0,663718157;-1,663592977
CFAP298;0,553161269;-1,092041995
CFAP298-TCP10L;1,709640582;-0,691491799
CFAP36;-0,213471188;-0,487040395
CFAP410;-0,244372233;-0,724903344
CFAP44;0,040589412;-0,06604386
CFAP45;0,258161935;-0,168739028
CFAP53;-0,169861275;-0,150633391
CFAP54;1,809419007;-1,009736075
CFAP58;3,012145826;-1,35144217
CFAP58-DT;2,526836642;-1,058936678
CFAP70;0,459257356;-0,556273094
CFAP73;-1,850175457;-1,071820688
CFAP92;2,69427496;-1,136254453
CFAP97;0,201642159;-0,264556236
CFAP97D2;-1,115462797;-0,366548948
CFDP1;-0,336817045;-0,452928536
CFH;-1,042104207;-0,765913216
CFL1;-0,403716062;-0,937167789
CFL2;-0,84691455;-1,090533519
CFLAR;1,115962906;-1,178749437
CFP;0,088650738;-0,229719678
CGAS;0,390619017;-0,90354696
CGGBP1;0,332621238;-0,682444684
CGN;0,654378864;-0,234606575
CGRRF1;-0,722140362;-2,356499115
CH17-340M24.3;-0,52321843;-0,602122956
CHAC1;-2,682973731;-1,115507445
CHAC2;1,313391037;-0,996241017
CHAD;0,224086825;-0,099296234
CHADL;-0,515575714;-0,404719865
CHAF1A;-0,321327273;-0,482040353
CHAF1B;-0,406010524;-1,160993252
CHAMP1;-0,021273708;-0,030917716
CHASERR;-1,148708534;-1,695678159
CHCHD1;-0,04989057;-0,049025267
CHCHD2;-0,693715959;-1,617135443
CHCHD2P6;0,179649756;-0,081665208
CHCHD3;-0,874430303;-2,632264669
CHCHD4;0,383100367;-0,815471893
CHCHD5;-0,776679145;-1,343833951
CHCHD6;-0,745090051;-1,556373686
CHCHD7;-0,380275262;-1,100448095
CHD1;-0,808248685;-0,70097945
CHD1L;0,472144756;-0,644057173
CHD2;-0,5124697;-1,049748032
CHD3;-0,364324942;-1,504429658
CHD4;-0,492868045;-1,110369622
CHD5;-1,81615501;-0,796894982
CHD6;-0,594632247;-0,946477453
CHD7;0,053819376;-0,075231924
CHD8;-0,161936529;-0,536448865
CHD9;-0,018252129;-0,01914684
CHDH;-0,462844714;-0,425992229
CHEK1;-0,966191597;-0,90678235
CHEK2;-0,332582695;-0,620236472
CHERP;0,144668825;-0,473461716
CHFR;0,391716425;-2,276794465
CHGB;0,604467602;-0,414249793
CHI3L1;4,740380155;-1,073320377
CHI3L2;0,205520355;-0,187661025
CHIC1;-0,156569501;-0,470055907
CHIC2;0,705724577;-1,34785155
CHID1;-0,450944551;-0,907367034
CHIT1;0,216209985;-0,149390854
CHKA;-0,874833502;-1,416332669
CHKB;0,662112824;-1,408781122
CHKB-CPT1B;1,491770854;-1,045863566
CHKB-DT;0,831454925;-0,911562053
CHM;0,404092684;-0,586474558
CHML;-0,252634852;-0,220187058
CHMP1A;0,119822688;-0,357506991
CHMP1B;0,81463649;-2,286017476
CHMP2A;0,684851547;-0,598599875
CHMP2B;0,12249905;-0,200661411
CHMP3;0,64936848;-1,102002396
CHMP4B;-0,463471957;-0,768224712
CHMP4BP1;-2,455876829;-1,289328049
CHMP5;0,91540362;-4,173328036
CHMP6;-0,334411961;-0,56874264
CHMP7;0,135276007;-0,291861497
CHN1;-1,37250789;-0,932215582
CHN2;0,543247649;-0,450057076
CHODL;-1,503460166;-0,973205919
CHP1;-0,397136136;-1,034823029
CHPF;-1,067041736;-0,810926079
CHPF2;0,181244726;-0,679853622
CHPT1;-0,056581478;-0,072780471
CHRAC1;-0,573405126;-2,271825548
CHRFAM7A;-2,464431386;-0,658974361
CHRM3-AS2;-0,34810883;-0,449202709
CHRNA10;1,466231104;-2,073610925
CHRNA5;0,372147631;-0,160470902
CHRNE;0,557166466;-0,897224267
CHROMR;0,347336373;-0,551904884
CHST10;-0,858536904;-1,968020908
CHST11;0,501729641;-0,43195461
CHST12;0,307612368;-0,643194909
CHST13;0,305418397;-0,361577138
CHST14;0,428693439;-1,40564753
CHST15;1,456133645;-1,193964937
CHST2;-0,833154187;-2,379777269
CHST7;0,082851412;-0,188660519
CHST8;0,119252652;-0,034093014
CHSY1;-0,143317548;-0,106068645
CHTF18;-0,310783953;-0,688746541
CHTF8;1,465451502;-1,568367535
CHTOP;0,340353569;-2,785997534
CHUK;0,536184171;-1,198637828
CHURC1;0,765195729;-1,588866709
CIAO1;0,144812715;-1,012789473
CIAO2A;0,08235187;-0,167365887
CIAO2B;-0,54906631;-0,931221043
CIAO3;-0,22487851;-0,473551782
CIAPIN1;-0,271264831;-0,869064287
CIART;0,353186826;-0,165679552
CIB1;-0,564948711;-1,08104503
CIB2;-1,172198927;-1,450305039
CIBAR1;-2,096335417;-2,444646678
CIC;-0,254568313;-0,41405597
CIDECP1;-0,187724328;-0,436986031
CIITA;0,128061372;-0,114082485
CILK1;0,192449893;-0,295030652
CILP;0,909628051;-2,406003712
CINP;0,024366735;-0,043206829
CIP2A;0,058300657;-0,052956495
CIPC;0,757298596;-1,289420614
CIR1;-0,014657478;-0,01519052
CIRBP;0,051794992;-0,122568651
CIRBP-AS1;-1,982707215;-1,024775525
CISD1;0,421474252;-0,739847792
CISD2;-0,123572065;-0,219072533
CISH;1,530120445;-5,282482246
CIT;-0,417234115;-0,596617235
CITED2;-0,390343266;-1,598759808
CITED4;-0,932271446;-0,924837776
CIZ1;-0,735063378;-1,824702414
CKAP2;-0,561706518;-1,431709011
CKAP2L;-1,087907219;-0,90169831
CKAP4;-0,601981405;-1,144234303
CKAP5;0,068031961;-0,200302431
CKB;-1,510774289;-1,413109298
CKLF;2,047144936;-2,730924443
