GeneID,log2 FC,log10 p-value
DEPTOR,-1.287274379,-1.556203065
DGUOK-AS1,-1.593298659,-2.706334184
DIRAS1,-2.835517084,-1.3519197
DPY19L2,-1.815339967,-1.342701749
DYRK3,-2.614168215,-2.055469062
EBF4,-1.573684329,-1.392785743
EEF1D,-1.409856251,-1.564564506
EFCAB5,-1.352640962,-1.665650986
EFCC1,-1.85178838,-1.772494454
EMID1,-2.24258004,-1.548772692
EML2-AS1,-2.484608741,-2.578663639
ERAP2,-1.547222306,-3.452189227
ERRFI1,-1.859421705,-3.433953647
ESAM,-1.366758284,-2.092144363
ESPN,-2.106539222,-1.720640752
F8A1,-1.755510859,-1.518027163
FAM131B,-1.101665073,-1.358571934
FAM183BP,-1.728434737,-1.450475799
FAM53A,-1.341591613,-1.773900979
FEZ1,-1.589831295,-2.453812777
FHAD1,-1.634935257,-1.834349633
FLJ31104,-1.874964702,-2.112608682
FOXRED2,-1.211029819,-1.777900524
GAS1,-2.509124164,-1.3226384
GATA1,-1.353273126,-1.597409576
GTSE1-DT,-2.883856229,-2.173499297
GYPE,-2.571735607,-2.227284014
H2AZ1-DT,-1.246989785,-1.403596047
H3P14,-1.090602549,-1.74197077
HAVCR1,-1.708859273,-1.396468248
HERC2P2,-1.201106125,-1.995799878
HILPDA,-1.156615667,-2.170629057
HMGB1P31,-2.513618694,-1.447036396
HMGB3P32,-1.728023326,-1.747853224
HMGN3-AS1,-1.584033281,-1.493907593
HNRNPA3P6,-1.785168032,-1.805548937
HOMER2,-1.444201907,-1.490113525
HOXA9,-1.9758079,-1.458989161
HS3ST1,-3.492684847,-2.140310174
IL17RC,-1.271654063,-1.347096469
INMT,-1.090773221,-1.726847383
IQCH-AS1,-1.142754923,-1.635092538
ITLN1,-1.125466512,-1.927533828
JAKMIP2,-1.055106924,-1.81749799
JHY,-1.008405597,-1.531597214
KCNA6,-3.326319643,-1.343497853
KCNG1,-1.254573514,-2.709627234
KCNQ5,-1.006724454,-1.776825732
KLHDC9,-1.740777208,-1.828309936
KLHL33,-2.655859472,-1.506158701
KRT72,-1.419649023,-2.493205068
KRT73,-1.200956524,-3.631327979
KRT74,-2.37186964,-2.190551446
LACTB2-AS1,-1.527933021,-1.66067332
LAMP5,-1.304056099,-1.492322431
LGALS12,-1.136642811,-2.02130179
LGALS8-AS1,-2.355484833,-2.477432666
LINC00852,-1.278336974,-2.248413042
LINC00896,-1.392300114,-1.395584537
LINC01505,-2.159345069,-1.59495577
LINC01547,-1.353779183,-2.401758897
LINC01869,-1.641921121,-1.358544205
LINC02731,-1.607354546,-2.070480147
LINC02803,-3.70239565,-1.440819688
LNP1,-1.710702038,-1.62470156
LRFN2,-1.97636225,-1.451841529
LRRC39,-1.515463451,-1.443772595
MAN1B1-DT,-1.025224474,-1.401199547
MDS2,-1.363732518,-1.889799662
ME1,-2.044669465,-1.614869968
MGMT,-1.018722231,-1.324374884
MMP15,-1.698957032,-2.290323942
MOXD1,-2.513395891,-2.054463626
MPPED2,-1.459993268,-1.998437103
MST1L,-1.550300511,-2.019749325
MTCO1P40,-1.159345069,-1.315053711
MXRA8,-1.118232482,-1.867856643
MYCN,-2.090602549,-2.054130323
MYL4,-1.002816231,-2.017453835
NAT8B,-1.875113344,-1.729491542
NCR1,-2.658740427,-1.689144183
NDUFB2-AS1,-1.576476333,-1.864573752
NEGR1,-2.295590503,-1.739632979
NETO1,-3.903809753,-1.99288148
NKILA,-1.278160861,-1.436936525
NPEPPSP1,-3.065334885,-1.472448054
NRCAM,-2.009641419,-2.113341571
NT5M,-1.480900971,-1.609746025
OR7E38P,-1.034612874,-2.280424262
OXT,-1.278610415,-1.427167022
PDE7B,-1.689127267,-1.372167244
PEG13,-1.067844047,-2.085182619
PIWIL2,-1.593057708,-1.686829643
PMS2P5,-1.278610415,-1.427167022
POMC,-3.142556686,-1.898251256
PPP1R14A,-1.515025682,-1.406657782
PPP1R9A,-1.050152204,-1.793890966
PPP2R3A,-3.125341552,-2.359533038
PROCR,-2.269381513,-1.309386143
PROSER2,-1.211531143,-1.490959248
PROX2,-2.444117052,-1.464448419
PRSS33,-1.411235306,-1.774688888
PTCRA,-1.092747049,-1.459970207
PTP4A2P2,-2.215169463,-1.372772271
PYY2,-2.278610415,-1.677193887
RAC3,-1.614257264,-1.864972315
RBM11,-1.062928623,-1.969843997
RN7SKP80,-1.994354862,-1.484038612
RN7SL172P,-1.915491754,-1.390657744
RNU4-2,-1.624622358,-2.224370617
RNY1,-3.023413169,-1.491884591
RPS12P27,-1.49832485,-1.37863527
RPS2P5,-1.25082907,-2.71236582
RRAS2,-1.092252363,-1.690730592
S1PR5,-1.048528033,-2.193610725
SAXO2,-2.621333885,-1.548623464
SCFD2,-1.091083682,-2.143368443
SCIN,-2.159589159,-1.308633127
SERHL,-1.668921601,-2.393944232
SERHL2,-2.178180847,-2.118253961
SH3PXD2B,-1.229075534,-2.523276606
SHISA8,-1.327376558,-1.560254155
SIGLEC10-AS1,-1.674787232,-1.6773714
SIGLEC17P,-1.50024077,-3.407178404
SLC6A8,-1.326155987,-2.119278202
SMARCE1P5,-1.070579715,-1.750325971
SMPD3,-1.015459951,-1.721657045
SNORA5A,-2.013836956,-1.477285343
SNORD12C,-1.621452027,-1.370866216
SNORD14A,-1.753717352,-1.81942076
SNORD15B,-1.937461122,-1.836000839
SPAG4,-2.159589159,-1.308633127
SPATA25,-2.542980171,-1.613280443
SPNS3,-1.463695772,-1.759985944
SRRM2-AS1,-1.085930411,-2.040562582
ST6GALNAC4P1,-2.196853156,-2.174608565
SUV39H2-DT,-2.300284242,-1.744537644
TBXA2R,-1.28504239,-1.330594318
TCAF1,-2.546779771,-1.647183166
TFPI,-2.178341468,-2.103513759
THBS4,-1.239484596,-2.153692145
TIPIN,-1.190057023,-2.122711191
TMEM40,-1.842840531,-1.692059504
TMIGD2,-1.499854636,-1.397902381
TMOD1,-1.090058272,-1.40636049
TOLLIP-AS1,-1.618081174,-1.370923947
TRAJ33,-2.115519158,-1.640825893
TRAJ37,-2.02401656,-1.960514671
TRAV23DV6,-2.49576004,-2.997799271
TRDC,-1.114093046,-1.417360749
TRDJ3,-2.728105617,-2.307585828
TRGJP1,-1.459993268,-1.998437103
TRGV10,-1.045585355,-2.038256479
TRGV2,-1.859470841,-1.522322144
TRPC2,-1.022242916,-1.846563816
TTC24,-1.685576781,-1.560217539
U47924.2,-1.078863155,-1.591221888
UBXN10,-1.213422041,-1.305501895
UGT8,-1.047776169,-1.801480216
VDAC2P5,-1.97636225,-1.451841529
VIPR2,-2.212440066,-1.320750596
VLDLR,-1.347396329,-1.418397678
WNT5B,-1.086791296,-1.975613375
YBX3,-1.229840528,-1.330752218
YTHDF3-AS1,-1.766218802,-1.386942448
ZBTB16,-1.438849058,-1.303833886
ZNF154,-1.192806466,-1.385090974
ZNF22-AS1,-1.157423451,-1.887657117
ZNF433,-1.556105435,-1.83467518
ZNF542P,-1.289093479,-1.371313889
ZNF724,-1.874617811,-1.316571612
ZNF804A,-1.097385437,-1.8463607
