GeneID;PAT3 - female;CTRL3 -female;log2 FC;;;
KLRC1;54240;157205;-1,535218021;;;
ZP3;13229;38441;-1,538941856;;;
AIFM3;62178;181302;-1,543918723;;;
RPS7P1;52917;154336;-1,544271441;;;
RPL23AP42;103188;301214;-1,54551362;;;
C1S;5292;15491;-1,549545312;;;
GAPDHP1;5292;15491;-1,549545312;;;
TSPEAR-AS1;5292;15491;-1,549545312;;;
AL355922.1;10583;30982;-1,549681627;;;
AMDHD1;10583;30982;-1,549681627;;;
DUSP2;150814;443502;-1,556170251;;;
MT-TI;136261;401619;-1,559454823;;;
AC004076.2;6615;19507;-1,56017886;;;
SNORA3B;6615;19507;-1,56017886;;;
TRAV30;6615;19507;-1,56017886;;;
CRIP2;178595;526695;-1,560276073;;;
PBX1;13229;39014;-1,560287911;;;
CDC42EP1;74084;219169;-1,564809852;;;
MTCO1P12;119063;352851;-1,567333948;;;
EGLN3;15875;47047;-1,567346139;;;
ZC3H12B;17198;51063;-1,5700375;;;
RPL15P3;44980;133682;-1,571449656;;;
ASGR2;193147;574889;-1,573584157;;;
PAPLN;21167;63112;-1,576097532;;;
CITED4;85990;257036;-1,579729635;;;
MT-ND4;41600000;125000000;-1,587272661;;;
XRRA1;68792;207694;-1,594146834;;;
MXRA7;101865;308673;-1,599420856;;;
AC007182.2;1323;4016;-1,601946208;;;
AC016888.1;1323;4016;-1,601946208;;;
AC019131.2;2646;8032;-1,601946208;;;
AC087633.2;2646;8032;-1,601946208;;;
AC092803.3;1323;4016;-1,601946208;;;
AC116158.1;2646;8032;-1,601946208;;;
AC127024.6;1323;4016;-1,601946208;;;
AC245297.1;1323;4016;-1,601946208;;;
ADAMTS14;2646;8032;-1,601946208;;;
AL021707.2;2646;8032;-1,601946208;;;
AL096701.1;1323;4016;-1,601946208;;;
AL356489.2;2646;8032;-1,601946208;;;
AL603839.4;1323;4016;-1,601946208;;;
ARC;2646;8032;-1,601946208;;;
ARL5C;1323;4016;-1,601946208;;;
CCDC68;2646;8032;-1,601946208;;;
CHADL;2646;8032;-1,601946208;;;
DYNLL1P4;1323;4016;-1,601946208;;;
EIF2S2P3;1323;4016;-1,601946208;;;
GPR173;2646;8032;-1,601946208;;;
GSTM5;1323;4016;-1,601946208;;;
HNRNPA1P10;1323;4016;-1,601946208;;;
IFNL1;2646;8032;-1,601946208;;;
IGKV1-16;1323;4016;-1,601946208;;;
LHFPL6;2646;8032;-1,601946208;;;
LINC01023;2646;8032;-1,601946208;;;
LINC02367;1323;4016;-1,601946208;;;
LINC02598;2646;8032;-1,601946208;;;
LINC02757;1323;4016;-1,601946208;;;
OGFR-AS1;1323;4016;-1,601946208;;;
PLPP2;2646;8032;-1,601946208;;;
POT1-AS1;2646;8032;-1,601946208;;;
PWP2;1323;4016;-1,601946208;;;
RPL24P2;2646;8032;-1,601946208;;;
SEPTIN3;2646;8032;-1,601946208;;;
SLC4A11;2646;8032;-1,601946208;;;
SMAD6;2646;8032;-1,601946208;;;
SNORD15B;2646;8032;-1,601946208;;;
TRAJ37;2646;8032;-1,601946208;;;
TRAJ43;1323;4016;-1,601946208;;;
TRBV6-1;1323;4016;-1,601946208;;;
UBE2SP1;2646;8032;-1,601946208;;;
VN1R20P;1323;4016;-1,601946208;;;
ZNRF2P1;2646;8032;-1,601946208;;;
GSTA4;7938;24097;-1,602006079;;;
SUGT1P4-STRA6LP;7938;24097;-1,602006079;;;
AC104563.1;5292;16065;-1,602036014;;;
AL132639.2;5292;16065;-1,602036014;;;
HOMER1;5292;16065;-1,602036014;;;
SH3PXD2B;5292;16065;-1,602036014;;;
TOLLIP-AS1;5292;16065;-1,602036014;;;
UTF1;5292;16065;-1,602036014;;;
AC007448.4;3969;12049;-1,602065948;;;
AL080243.1;3969;12049;-1,602065948;;;
AP006623.1;3969;12049;-1,602065948;;;
APOE;3969;12049;-1,602065948;;;
IGKV2-30;3969;12049;-1,602065948;;;
KCP;3969;12049;-1,602065948;;;
POLN;3969;12049;-1,602065948;;;
PTCRA;25136;76308;-1,602079229;;;
EEF1A1P9;19844;60243;-1,602090753;;;
MPO;93928;288018;-1,616531782;;;
AC099336.2;13229;40736;-1,622600314;;;
TPH1;13229;40736;-1,622600314;;;
RPS2P5;1220000;3760000;-1,623851514;;;
CYP1B1-AS1;11906;36719;-1,62483797;;;
AKR1C3;55563;171549;-1,626424314;;;
PLXNA4;43657;134829;-1,626845935;;;
CUX2;21167;65407;-1,627628234;;;
HOMER2;21167;65407;-1,627628234;;;
RPL13AP25;76730;238103;-1,633723138;;;
EPS8L1;7938;24671;-1,635968727;;;
HERC2P7;7938;24671;-1,635968727;;;
MDS2;31750;98684;-1,636059602;;;
MT-ND5;19400000;60300000;-1,63610135;;;
MT-CYB;19600000;61100000;-1,640318726;;;
AC073073.2;6615;20655;-1,642677999;;;
AL356512.1;6615;20655;-1,642677999;;;
SPX;6615;20655;-1,642677999;;;
CAPN5;54240;169827;-1,646636761;;;
ZNF662;23813;74586;-1,647155473;;;
MT-CO1;73600000;231000000;-1,65011518;;;
AC091978.1;5292;16638;-1,652597055;;;
AL359183.1;5292;16638;-1,652597055;;;
DPY19L1P1;5292;16638;-1,652597055;;;
SNORD100;5292;16638;-1,652597055;;;
LDOC1;31750;99831;-1,652731286;;;
AC078785.1;9260;29261;-1,659894976;;;
LINC02610;17198;54505;-1,664147781;;;
AC093614.1;3969;12622;-1,669093061;;;
AL117332.1;3969;12622;-1,669093061;;;
AP001024.1;3969;12622;-1,669093061;;;
DOCK1;3969;12622;-1,669093061;;;
FN1;3969;12622;-1,669093061;;;
GCSH;3969;12622;-1,669093061;;;
MSLN;3969;12622;-1,669093061;;;
PRSS30P;3969;12622;-1,669093061;;;
PTPRB;3969;12622;-1,669093061;;;
LEF1-AS1;23813;75734;-1,669191744;;;
ARHGAP6;14552;46473;-1,675175331;;;
KCNN4;305596;977655;-1,677699789;;;
UGDH-AS1;6615;21228;-1,682155392;;;
AC096921.2;29104;93520;-1,684057482;;;
MT-TQ;9260;29835;-1,687921678;;;
MTND2P28;616484;1990000;-1,690633074;;;
MT-ND2;20000000;64600000;-1,691534165;;;
HNRNPA1P48;29104;94094;-1,692885283;;;
CRYZ;64823;209989;-1,695736061;;;
AC000089.1;2646;8606;-1,701529779;;;
AC011978.1;5292;17212;-1,701529779;;;
AC018845.3;2646;8606;-1,701529779;;;
AC025594.2;2646;8606;-1,701529779;;;
AF127577.4;2646;8606;-1,701529779;;;
AL354798.1;2646;8606;-1,701529779;;;
AL583810.2;2646;8606;-1,701529779;;;
AP001453.2;2646;8606;-1,701529779;;;
COX5BP6;2646;8606;-1,701529779;;;
HNRNPA3P6;2646;8606;-1,701529779;;;
MOXD1;2646;8606;-1,701529779;;;
NRXN2;5292;17212;-1,701529779;;;
TRBV5-1;2646;8606;-1,701529779;;;
MST1P2;18521;60243;-1,70163162;;;
AC034236.1;54240;176712;-1,703970929;;;
IGKV3-20;22490;74013;-1,718495034;;;
KRT72;113772;375227;-1,721618098;;;
RPS27AP5;14552;48194;-1,727636099;;;
OBSL1;7938;26392;-1,733253216;;;
PLCH2;11906;39588;-1,733374384;;;
ERAP2;488160;1630000;-1,739445974;;;
TRIP10;27781;92946;-1,742294248;;;
AC020651.2;5292;17786;-1,748857124;;;
ROCK1P1;5292;17786;-1,748857124;;;
BNC2;10583;35572;-1,74899344;;;
ZNF559;121709;411373;-1,757011253;;;
PDZD2;6615;22376;-1,758139097;;;
MTMR9LP;7938;26966;-1,764294068;;;
NDUFV2;9260;31556;-1,768830244;;;
RPL32P18;23813;81471;-1,774537231;;;
CLU;320148;1100000;-1,780692621;;;
AC008115.4;2646;9180;-1,794681092;;;
AC015961.2;1323;4590;-1,794681092;;;
AC018450.1;6615;22950;-1,794681092;;;
AC021037.1;1323;4590;-1,794681092;;;
AC022382.1;1323;4590;-1,794681092;;;
AC027682.5;1323;4590;-1,794681092;;;
AC068989.1;1323;4590;-1,794681092;;;
AC073343.2;1323;4590;-1,794681092;;;
AC079148.1;1323;4590;-1,794681092;;;
AC090018.2;1323;4590;-1,794681092;;;
AC091152.2;1323;4590;-1,794681092;;;
AC093512.2;1323;4590;-1,794681092;;;
AC096720.2;1323;4590;-1,794681092;;;
AC120057.3;1323;4590;-1,794681092;;;
AC134878.2;5292;18360;-1,794681092;;;
AC243742.3;3969;13770;-1,794681092;;;
AL031429.1;1323;4590;-1,794681092;;;
AL354694.1;1323;4590;-1,794681092;;;
AL513548.4;1323;4590;-1,794681092;;;
ALG1L;1323;4590;-1,794681092;;;
AP004609.1;1323;4590;-1,794681092;;;
AP005482.2;2646;9180;-1,794681092;;;
BAIAP2L1;3969;13770;-1,794681092;;;
BCDIN3D-AS1;1323;4590;-1,794681092;;;
C5orf66;1323;4590;-1,794681092;;;
C9orf147;1323;4590;-1,794681092;;;
C9orf24;1323;4590;-1,794681092;;;
CYB5R2;2646;9180;-1,794681092;;;
DNTT;1323;4590;-1,794681092;;;
EFCC1;1323;4590;-1,794681092;;;
EFNA5;1323;4590;-1,794681092;;;
EIPR1-IT1;1323;4590;-1,794681092;;;
FBXO43;1323;4590;-1,794681092;;;
FLJ31104;1323;4590;-1,794681092;;;
GPR83;1323;4590;-1,794681092;;;
HMGB1P31;1323;4590;-1,794681092;;;
HOXA10;3969;13770;-1,794681092;;;
HOXA3;1323;4590;-1,794681092;;;
IFITM10;1323;4590;-1,794681092;;;
IGKV6D-21;1323;4590;-1,794681092;;;
KIAA1614;1323;4590;-1,794681092;;;
LINC01635;1323;4590;-1,794681092;;;
LINC02021;5292;18360;-1,794681092;;;
MIR4280HG;1323;4590;-1,794681092;;;
MIR6812;1323;4590;-1,794681092;;;
MMP2;1323;4590;-1,794681092;;;
NIM1K;2646;9180;-1,794681092;;;
NOTCH3;3969;13770;-1,794681092;;;
NQO2-AS1;1323;4590;-1,794681092;;;
PIMREG;1323;4590;-1,794681092;;;
PNMA8B;6615;22950;-1,794681092;;;
PPP2R3A;1323;4590;-1,794681092;;;
PRECSIT;1323;4590;-1,794681092;;;
PTGER3;2646;9180;-1,794681092;;;
RDM1P5;1323;4590;-1,794681092;;;
RGS7;2646;9180;-1,794681092;;;
RIPOR3;3969;13770;-1,794681092;;;
RN7SKP127;1323;4590;-1,794681092;;;
RNU5B-1;1323;4590;-1,794681092;;;
RPS26P15;1323;4590;-1,794681092;;;
SGCD;1323;4590;-1,794681092;;;
SIGLEC12;1323;4590;-1,794681092;;;
SLC30A6-DT;1323;4590;-1,794681092;;;
SLC8A3;1323;4590;-1,794681092;;;
SMOC1;3969;13770;-1,794681092;;;
SRD5A3-AS1;1323;4590;-1,794681092;;;
STRCP1;1323;4590;-1,794681092;;;
SYN1;1323;4590;-1,794681092;;;
TNFSF11;1323;4590;-1,794681092;;;
TRAV34;2646;9180;-1,794681092;;;
TRBJ1-1;1323;4590;-1,794681092;;;
TRGJP1;1323;4590;-1,794681092;;;
TRIM45;2646;9180;-1,794681092;;;
UBE2R2-AS1;1323;4590;-1,794681092;;;
ZNF165;5292;18360;-1,794681092;;;
ALOX12;23813;82619;-1,794724213;;;
PDGFRB;43657;151468;-1,794728133;;;
FLT3;62178;215727;-1,794730636;;;
MRC1;10583;36719;-1,794778118;;;
EVPL;9260;32130;-1,794836882;;;
TUSC1;9260;32130;-1,794836882;;;
LGALS2;374388;1300000;-1,795905524;;;
RPS15P4;58209;203104;-1,802904515;;;
MYLK4;19844;69423;-1,806710848;;;
S100B;97897;343671;-1,811691563;;;
ZNF205;10583;37293;-1,817156207;;;
AEBP1;103188;364326;-1,81995475;;;
CD248;48948;173270;-1,82370007;;;
CELSR3;37042;131387;-1,826588635;;;
AC115223.1;13229;47047;-1,830398721;;;
RPL3P4;79376;282854;-1,833282806;;;
AIDAP2;5292;18933;-1,839018062;;;
RPL7AP50;5292;18933;-1,839018062;;;
IGKV3-11;10583;37867;-1,839192477;;;
RBM11;10583;37867;-1,839192477;;;
CLIC3;85990;308099;-1,8411532;;;
AC233755.1;7938;28687;-1,853549636;;;
AL669831.3;3969;14344;-1,853599926;;;
EEF1B2P3;21167;76881;-1,860810291;;;
AC137932.2;6615;24097;-1,865040485;;;
BSPRY;6615;24097;-1,865040485;;;
IGFBP6;6615;24097;-1,865040485;;;
SEMA4G;6615;24097;-1,865040485;;;
MTCO3P12;9260;33851;-1,870114355;;;
IL1RL1;11906;43604;-1,872771687;;;
C20orf204;29104;106716;-1,874487143;;;
AC137630.3;2646;9754;-1,882180911;;;
ACTG1P20;2646;9754;-1,882180911;;;
CR559946.2;2646;9754;-1,882180911;;;
FRG1EP;2646;9754;-1,882180911;;;
H3P16;2646;9754;-1,882180911;;;
RPS7P10;2646;9754;-1,882180911;;;
SERHL;2646;9754;-1,882180911;;;
ZBTB40-IT1;2646;9754;-1,882180911;;;
USP53;209022;770535;-1,882205693;;;
TRPV4;10583;39014;-1,88224327;;;
ABLIM3;31750;118191;-1,896291684;;;
AC021188.1;3969;14917;-1,910109953;;;
DTNA;3969;14917;-1,910109953;;;
ESPNL;3969;14917;-1,910109953;;;
PTPRU;3969;14917;-1,910109953;;;
ZNF804A;3969;14917;-1,910109953;;;
MT-TW;97897;368916;-1,913955805;;;
AC091057.1;5292;20081;-1,923946148;;;
TMSB4XP4;105834;402766;-1,928138723;;;
SPINK2;6615;25245;-1,932184616;;;
TEKT4P2;9260;35572;-1,941657992;;;
HLA-DRB1;3590000;13800000;-1,942612518;;;
TMEM176B;431274;1660000;-1,944506593;;;
SLC12A7;157428;608166;-1,949773004;;;
TTC24;62178;240398;-1,950948776;;;
EGR2;15875;61390;-1,951247078;;;
NCAM1;66146;257036;-1,958244614;;;
TKTL1;41011;159500;-1,959473597;;;
AC004832.6;2646;10327;-1,964536245;;;
AKT3;2646;10327;-1,964536245;;;
ANXA9;2646;10327;-1,964536245;;;
DHDH;2646;10327;-1,964536245;;;
ECRG4;2646;10327;-1,964536245;;;
RPL19P4;2646;10327;-1,964536245;;;
RPL35P2;2646;10327;-1,964536245;;;
SKA3;2646;10327;-1,964536245;;;
ZNF724;2646;10327;-1,964536245;;;
KCNK17;6615;25818;-1,964564185;;;
AC079140.2;3969;15491;-1,964582811;;;
AC119403.1;5292;20655;-1,964606093;;;
GRIN2D;5292;20655;-1,964606093;;;
HAVCR1;5292;20655;-1,964606093;;;
HYKK;5292;20655;-1,964606093;;;
PDE7B;5292;20655;-1,964606093;;;
AC004057.1;17198;67128;-1,96467386;;;
AC002044.2;1323;5164;-1,964675939;;;
AC008691.1;1323;5164;-1,964675939;;;
AC011461.1;1323;5164;-1,964675939;;;
AC015660.4;1323;5164;-1,964675939;;;
AC079684.1;1323;5164;-1,964675939;;;
AC106782.6;1323;5164;-1,964675939;;;
AC110994.2;1323;5164;-1,964675939;;;
AL157392.4;1323;5164;-1,964675939;;;
ECI2-DT;1323;5164;-1,964675939;;;
IGKV1-8;1323;5164;-1,964675939;;;
LINC01140;1323;5164;-1,964675939;;;
MIR103A2;1323;5164;-1,964675939;;;
MSH4;1323;5164;-1,964675939;;;
PDXP-DT;1323;5164;-1,964675939;;;
RPL23AP81;1323;5164;-1,964675939;;;
RPS4XP11;1323;5164;-1,964675939;;;
NRP1;26459;103847;-1,972629097;;;
AL034550.2;23813;93520;-1,973525545;;;
RPLP0P6;46302;181876;-1,973808764;;;
AP003068.2;63500;250151;-1,977970723;;;
CABP5;11906;47047;-1,982413931;;;
ANKK1;17198;68275;-1,989116609;;;
BEND3;6615;26392;-1,996287621;;;
HNRNPA1P7;6615;26392;-1,996287621;;;
AC127502.2;74084;296051;-1,998611826;;;
AL354822.1;18521;74013;-1,998616699;;;
TNNC2;5292;21228;-2,004083487;;;
AC124016.1;10583;42457;-2,004253783;;;
AL355075.5;10583;42457;-2,004253783;;;
RPS23P8;39688;159500;-2,006781657;;;
AC009309.1;3969;16065;-2,017073513;;;
AC104971.3;3969;16065;-2,017073513;;;
AL133415.1;3969;16065;-2,017073513;;;
CDCP1;3969;16065;-2,017073513;;;
ERRFI1;3969;16065;-2,017073513;;;
FANK1;3969;16065;-2,017073513;;;
SPDYC;3969;16065;-2,017073513;;;
SSC4D;3969;16065;-2,017073513;;;
ARPIN;101865;414241;-2,023811915;;;
AC010245.2;7938;32703;-2,04257552;;;
AC019226.1;2646;10901;-2,04257552;;;
DEPTOR;5292;21802;-2,04257552;;;
PRPF31;2646;10901;-2,04257552;;;
SPATA25;2646;10901;-2,04257552;;;
TRBV7-6;7938;32703;-2,04257552;;;
YBX1P10;5292;21802;-2,04257552;;;
EBF4;18521;76308;-2,042672319;;;
GNAZ;54240;223759;-2,044516628;;;
CD151;228866;948968;-2,051856285;;;
CA6;6615;27540;-2,057715498;;;
P3H2;6615;27540;-2,057715498;;;
EIF4BP7;3969;16638;-2,067634555;;;
NRP2;7938;33277;-2,06767791;;;
IL17RC;19844;83192;-2,067741939;;;
TMEM176A;195793;822745;-2,071116167;;;
RGS1;27781;117043;-2,074868217;;;
MTCO2P12;10583;44752;-2,080203508;;;
CXCL8;215637;912249;-2,080822921;;;
F8A1;76730;324738;-2,081413555;;;
MAP3K7CL;325440;1380000;-2,084204778;;;
DIXDC1;14552;62538;-2,103515634;;;
RPL10P9;35719;154336;-2,111311024;;;
AC004938.2;1323;5737;-2,116483456;;;
AC008694.2;1323;5737;-2,116483456;;;
AC011479.3;1323;5737;-2,116483456;;;
AC024940.6;1323;5737;-2,116483456;;;
AC109322.1;1323;5737;-2,116483456;;;
AC113410.3;1323;5737;-2,116483456;;;
AC120057.4;1323;5737;-2,116483456;;;
AL590822.1;1323;5737;-2,116483456;;;
AP000238.1;1323;5737;-2,116483456;;;
BAK1P1;1323;5737;-2,116483456;;;
BTF3P10;1323;5737;-2,116483456;;;
C9orf116;1323;5737;-2,116483456;;;
CDH3;1323;5737;-2,116483456;;;
DACT3;1323;5737;-2,116483456;;;
GATD3A;1323;5737;-2,116483456;;;
GIMAP3P;1323;5737;-2,116483456;;;
H2BW3P;1323;5737;-2,116483456;;;
HSP90B2P;1323;5737;-2,116483456;;;
IGFALS;1323;5737;-2,116483456;;;
LGALS8-AS1;1323;5737;-2,116483456;;;
MMP19;1323;5737;-2,116483456;;;
NETO1;1323;5737;-2,116483456;;;
NOXO1;1323;5737;-2,116483456;;;
RPS15AP17;1323;5737;-2,116483456;;;
RTN4RL2;1323;5737;-2,116483456;;;
SCIN;1323;5737;-2,116483456;;;
SRP9P1;1323;5737;-2,116483456;;;
ST6GALNAC4P1;1323;5737;-2,116483456;;;
STOX1;1323;5737;-2,116483456;;;
STX17-AS1;1323;5737;-2,116483456;;;
TFPI;1323;5737;-2,116483456;;;
TRAJ54;1323;5737;-2,116483456;;;
YTHDF3-AS1;1323;5737;-2,116483456;;;
EMID1;3969;17212;-2,116567278;;;
GYPE;3969;17212;-2,116567278;;;
NXPH4;3969;17212;-2,116567278;;;
SMARCA1;3969;17212;-2,116567278;;;
AC006378.1;6615;28687;-2,116584042;;;
ZNF433;6615;28687;-2,116584042;;;
AC006946.2;2646;11475;-2,116609187;;;
AC022968.1;2646;11475;-2,116609187;;;
AL161787.1;2646;11475;-2,116609187;;;
AL359504.1;2646;11475;-2,116609187;;;
AL590550.1;2646;11475;-2,116609187;;;
C22orf24;2646;11475;-2,116609187;;;
FAM229B;2646;11475;-2,116609187;;;
IGKV3D-15;2646;11475;-2,116609187;;;
KIRREL3;5292;22950;-2,116609187;;;
SLC22A18AS;2646;11475;-2,116609187;;;
SUV39H2-DT;2646;11475;-2,116609187;;;
LAMP5;17198;74586;-2,116664058;;;
TPTEP1;46302;200809;-2,116677514;;;
AL121845.1;13229;57374;-2,116693093;;;
AC026403.1;14552;63112;-2,116696895;;;
PTPRS;62178;270806;-2,122783587;;;
AL391807.1;9260;41309;-2,157372038;;;
FGFR2;3969;17786;-2,163894623;;;
MTND4P12;18521;83192;-2,167282805;;;
ADAMTS1;29104;131961;-2,180822263;;;
ERG;5292;24097;-2,18696858;;;
PLLP;7938;36146;-2,186988537;;;
DUTP6;2646;12049;-2,187028449;;;
DYRK3;2646;12049;-2,187028449;;;
POTEE;2646;12049;-2,187028449;;;
AC139491.5;7938;36719;-2,209679302;;;
GUSBP1;3969;18360;-2,209718591;;;
TRPC2;3969;18360;-2,209718591;;;
EML2-AS1;6615;30982;-2,227617217;;;
IGKV1-5;6615;30982;-2,227617217;;;
A2M;2646;12622;-2,254055562;;;
AC073283.1;1323;6311;-2,254055562;;;
AC090229.1;1323;6311;-2,254055562;;;
AC107983.1;1323;6311;-2,254055562;;;
ARMC9;2646;12622;-2,254055562;;;
BANF1P2;1323;6311;-2,254055562;;;
CCDC162P;3969;18933;-2,254055562;;;
EEF1A1P7;1323;6311;-2,254055562;;;
MAP2;2646;12622;-2,254055562;;;
NAT8B;2646;12622;-2,254055562;;;
RSPH4A;1323;6311;-2,254055562;;;
SCN4B;1323;6311;-2,254055562;;;
SHD;3969;18933;-2,254055562;;;
SMN2;1323;6311;-2,254055562;;;
SSBP3-AS1;1323;6311;-2,254055562;;;
TRO;6615;31556;-2,254101281;;;
SMIM10L2A;13229;63112;-2,254210332;;;
DCBLD2;5292;25818;-2,286492279;;;
SORCS3;3969;19507;-2,297144454;;;
AC022966.2;2646;13196;-2,318215716;;;
SMPD5;2646;13196;-2,318215716;;;
SYDE2;2646;13196;-2,318215716;;;
LRRN3;165366;825040;-2,318801426;;;
KANSL1;62178;312689;-2,330252351;;;
COPZ2;6615;33277;-2,330712315;;;
DDX11L2;19844;99831;-2,330785015;;;
LYPD2;10583;53932;-2,349392884;;;
TTC28;10583;53932;-2,349392884;;;
NRCAM;11906;60817;-2,352785853;;;
TRAV39;6615;33851;-2,355385392;;;
MT-TA;9260;47621;-2,362513818;;;
CD34;7938;41309;-2,379608669;;;
MDGA1;7938;41309;-2,379608669;;;
AC018445.5;1323;6885;-2,379643593;;;
AC100830.1;1323;6885;-2,379643593;;;
AC108448.2;2646;13770;-2,379643593;;;
AC135048.4;1323;6885;-2,379643593;;;
AC233728.1;1323;6885;-2,379643593;;;
AL117344.1;1323;6885;-2,379643593;;;
AL355073.1;2646;13770;-2,379643593;;;
AL355297.3;2646;13770;-2,379643593;;;
AL391422.4;1323;6885;-2,379643593;;;
AL512791.2;1323;6885;-2,379643593;;;
C5orf34-AS1;1323;6885;-2,379643593;;;
COL27A1;3969;20655;-2,379643593;;;
IGLV1-40;2646;13770;-2,379643593;;;
IL17RB;1323;6885;-2,379643593;;;
KCNA6;1323;6885;-2,379643593;;;
KLHL35;1323;6885;-2,379643593;;;
LINC02870;2646;13770;-2,379643593;;;
LRRC17;1323;6885;-2,379643593;;;
MAST4-AS1;1323;6885;-2,379643593;;;
MIR762;1323;6885;-2,379643593;;;
PIWIL2;2646;13770;-2,379643593;;;
RGMA;1323;6885;-2,379643593;;;
TNR;1323;6885;-2,379643593;;;
TTC39A;1323;6885;-2,379643593;;;
B4GALNT3;17198;89504;-2,379711359;;;
VSIG4;22490;119338;-2,407697938;;;
RPS13P2;5292;28113;-2,409352448;;;
AL022341.2;3969;21228;-2,419120986;;;
HS3ST1;2646;14344;-2,438562427;;;
MT-TF;2646;14344;-2,438562427;;;
ZNF521;2646;14344;-2,438562427;;;
ASAP2;10583;57374;-2,438648452;;;
FOS;1450000;7890000;-2,4439724;;;
NPIPB11;44980;246135;-2,452094255;;;
MXRA8;10583;57948;-2,453010218;;;
CYP46A1;3969;21802;-2,457613019;;;
GLIS3;3969;21802;-2,457613019;;;
LRRC39;3969;21802;-2,457613019;;;
MTRNR2L8;7938;44178;-2,47648064;;;
RPL13AP7;7938;44178;-2,47648064;;;
AL035696.4;2646;14917;-2,495072454;;;
ARF4-AS1;2646;14917;-2,495072454;;;
FBXO15;2646;14917;-2,495072454;;;
GAS1;2646;14917;-2,495072454;;;
GPC4;2646;14917;-2,495072454;;;
SLITRK5;2646;14917;-2,495072454;;;
WASF3;2646;14917;-2,495072454;;;
AC008035.1;1323;7459;-2,495169165;;;
AC013468.1;1323;7459;-2,495169165;;;
AC108134.2;1323;7459;-2,495169165;;;
AL139421.1;1323;7459;-2,495169165;;;
EEF1A1P10;1323;7459;-2,495169165;;;
EEF1DP4;1323;7459;-2,495169165;;;
SCGB2B2;1323;7459;-2,495169165;;;
Z85996.2;1323;7459;-2,495169165;;;
AP001189.1;96574;552513;-2,516301671;;;
MTND5P11;5292;30408;-2,522565964;;;
AC010761.1;3969;22950;-2,531646686;;;
AF064858.1;3969;22950;-2,531646686;;;
PRKG2;3969;22950;-2,531646686;;;
SHANK1;3969;22950;-2,531646686;;;
AC004877.1;2646;15491;-2,549545312;;;
ADGRA3;7938;46473;-2,549545312;;;
SEC14L2;7938;46473;-2,549545312;;;
AC005899.7;1323;8032;-2,601946208;;;
AC013460.1;1323;8032;-2,601946208;;;
AC018529.2;1323;8032;-2,601946208;;;
AL671277.1;1323;8032;-2,601946208;;;
CASC15;1323;8032;-2,601946208;;;
DOC2A;1323;8032;-2,601946208;;;
FGF17;1323;8032;-2,601946208;;;
FO393411.1;1323;8032;-2,601946208;;;
KRT8;1323;8032;-2,601946208;;;
MACORIS;1323;8032;-2,601946208;;;
OVCH1-AS1;1323;8032;-2,601946208;;;
PFN1P2;1323;8032;-2,601946208;;;
SAXO2;1323;8032;-2,601946208;;;
SLC5A10;1323;8032;-2,601946208;;;
TRAJ52;1323;8032;-2,601946208;;;
BAALC;2646;16065;-2,602036014;;;
MOCS1;2646;16065;-2,602036014;;;
HERC2P2;85990;522678;-2,603681636;;;
ABHD17AP6;2646;16638;-2,652597055;;;
AC008915.2;2646;16638;-2,652597055;;;
RAC3;5292;33277;-2,65264041;;;
G0S2;58209;368916;-2,663978222;;;
NPIPB15;11906;75734;-2,669252329;;;
AC005034.5;1323;8606;-2,701529779;;;
AL354809.1;1323;8606;-2,701529779;;;
GTSE1-DT;2646;17212;-2,701529779;;;
LINGO2;2646;17212;-2,701529779;;;
LRRC26;1323;8606;-2,701529779;;;
SLC13A3;1323;8606;-2,701529779;;;
LINC00852;17198;111880;-2,701639454;;;
CACHD1;10583;68849;-2,701687049;;;
RPS3AP47;9260;61964;-2,74234618;;;
CALY;2646;17786;-2,748857124;;;
AC023024.1;1323;9180;-2,794681092;;;
AC025265.1;1323;9180;-2,794681092;;;
AC114752.2;1323;9180;-2,794681092;;;
ADAM33;1323;9180;-2,794681092;;;
AJ009632.2;1323;9180;-2,794681092;;;
ALKAL2;1323;9180;-2,794681092;;;
HSP90AA2P;1323;9180;-2,794681092;;;
INTU;1323;9180;-2,794681092;;;
PROX2;1323;9180;-2,794681092;;;
REPIN1-AS1;1323;9180;-2,794681092;;;
RPL21P134;1323;9180;-2,794681092;;;
DIRAS1;3969;28687;-2,853549636;;;
REG4;3969;28687;-2,853549636;;;
CLEC2L;2646;19507;-2,882106955;;;
MYCBPAP;2646;19507;-2,882106955;;;
MYOM2;2646;19507;-2,882106955;;;
RNPS1P1;3969;29261;-2,882131607;;;
AC012313.6;1323;9754;-2,882180911;;;
AC093503.2;1323;9754;-2,882180911;;;
C2orf27A;1323;9754;-2,882180911;;;
RRS1-AS1;1323;9754;-2,882180911;;;
TCEA1P2;1323;9754;-2,882180911;;;
MT-TT;18521;137698;-2,894273704;;;
BOK;9260;69996;-2,918188381;;;
AC007342.6;1323;10327;-2,964536245;;;
AC011330.2;1323;10327;-2,964536245;;;
CKAP2L;1323;10327;-2,964536245;;;
DNAH17;1323;10327;-2,964536245;;;
EHD2;1323;10327;-2,964536245;;;
HSD17B1;1323;10327;-2,964536245;;;
MYCN;1323;10327;-2,964536245;;;
NPEPPSP1;1323;10327;-2,964536245;;;
SMO;1323;10327;-2,964536245;;;
SREBF2-AS1;1323;10327;-2,964536245;;;
