GeneID;log2 FC;Grupo
AL162430.1;-1,495169165;Sangue
AL670729.3;-1,495169165;Sangue
SNORA5A;-1,495169165;Sangue
TRBJ2-2P;-1,495169165;Sangue
AC124944.2;-1,495257126;Sangue
MT-TP;-1,503694008;Sangue
AL591848.2;-1,505238688;Sangue
IFT22;-1,505238688;Sangue
LGMN;-1,506823931;Sangue
TMIGD2;-1,50879076;Sangue
ELF3;-1,511016584;Sangue
MYH10;-1,511016584;Sangue
NRSN2;-1,511016584;Sangue
RNF208;-1,513582258;Sangue
LRP1;-1,51583814;Sangue
RPS2P46;-1,519638316;Sangue
NOG;-1,519957806;Sangue
AC002075.2;-1,531646686;Sangue
AC107075.1;-1,531646686;Sangue
AC245049.1;-1,531646686;Sangue
AL512408.1;-1,531646686;Sangue
KLHL34;-1,531646686;Sangue
RPL23AP2;-1,531646686;Sangue
DNASE1L3;-1,531686315;Sangue
KLRC1;-1,535218021;Sangue
ZP3;-1,538941856;Sangue
AIFM3;-1,543918723;Sangue
RPS7P1;-1,544271441;Sangue
RPL23AP42;-1,54551362;Sangue
C1S;-1,549545312;Sangue
GAPDHP1;-1,549545312;Sangue
TSPEAR-AS1;-1,549545312;Sangue
AL355922.1;-1,549681627;Sangue
AMDHD1;-1,549681627;Sangue
DUSP2;-1,556170251;Sangue
MT-TI;-1,559454823;Sangue
AC004076.2;-1,56017886;Sangue
SNORA3B;-1,56017886;Sangue
TRAV30;-1,56017886;Sangue
CRIP2;-1,560276073;Sangue
PBX1;-1,560287911;Sangue
CDC42EP1;-1,564809852;Sangue
MTCO1P12;-1,567333948;Sangue
EGLN3;-1,567346139;Sangue
ZC3H12B;-1,5700375;Sangue
RPL15P3;-1,571449656;Sangue
ASGR2;-1,573584157;Sangue
PAPLN;-1,576097532;Sangue
CITED4;-1,579729635;Sangue
MT-ND4;-1,587272661;Sangue
XRRA1;-1,594146834;Sangue
MXRA7;-1,599420856;Sangue
AC007182.2;-1,601946208;Sangue
AC016888.1;-1,601946208;Sangue
AC019131.2;-1,601946208;Sangue
AC087633.2;-1,601946208;Sangue
AC092803.3;-1,601946208;Sangue
AC116158.1;-1,601946208;Sangue
AC127024.6;-1,601946208;Sangue
AC245297.1;-1,601946208;Sangue
ADAMTS14;-1,601946208;Sangue
AL021707.2;-1,601946208;Sangue
AL096701.1;-1,601946208;Sangue
AL356489.2;-1,601946208;Sangue
AL603839.4;-1,601946208;Sangue
ARC;-1,601946208;Sangue
ARL5C;-1,601946208;Sangue
CCDC68;-1,601946208;Sangue
CHADL;-1,601946208;Sangue
DYNLL1P4;-1,601946208;Sangue
EIF2S2P3;-1,601946208;Sangue
GPR173;-1,601946208;Sangue
GSTM5;-1,601946208;Sangue
HNRNPA1P10;-1,601946208;Sangue
IFNL1;-1,601946208;Sangue
IGKV1-16;-1,601946208;Sangue
LHFPL6;-1,601946208;Sangue
LINC01023;-1,601946208;Sangue
LINC02367;-1,601946208;Sangue
LINC02598;-1,601946208;Sangue
LINC02757;-1,601946208;Sangue
OGFR-AS1;-1,601946208;Sangue
PLPP2;-1,601946208;Sangue
POT1-AS1;-1,601946208;Sangue
PWP2;-1,601946208;Sangue
RPL24P2;-1,601946208;Sangue
SEPTIN3;-1,601946208;Sangue
SLC4A11;-1,601946208;Sangue
SMAD6;-1,601946208;Sangue
SNORD15B;-1,601946208;Sangue
TRAJ37;-1,601946208;Sangue
TRAJ43;-1,601946208;Sangue
TRBV6-1;-1,601946208;Sangue
UBE2SP1;-1,601946208;Sangue
VN1R20P;-1,601946208;Sangue
ZNRF2P1;-1,601946208;Sangue
GSTA4;-1,602006079;Sangue
SUGT1P4-STRA6LP;-1,602006079;Sangue
AC104563.1;-1,602036014;Sangue
AL132639.2;-1,602036014;Sangue
HOMER1;-1,602036014;Sangue
SH3PXD2B;-1,602036014;Sangue
TOLLIP-AS1;-1,602036014;Sangue
UTF1;-1,602036014;Sangue
AC007448.4;-1,602065948;Sangue
AL080243.1;-1,602065948;Sangue
AP006623.1;-1,602065948;Sangue
APOE;-1,602065948;Sangue
IGKV2-30;-1,602065948;Sangue
KCP;-1,602065948;Sangue
POLN;-1,602065948;Sangue
PTCRA;-1,602079229;Sangue
EEF1A1P9;-1,602090753;Sangue
MPO;-1,616531782;Sangue
AC099336.2;-1,622600314;Sangue
TPH1;-1,622600314;Sangue
RPS2P5;-1,623851514;Sangue
CYP1B1-AS1;-1,62483797;Sangue
AKR1C3;-1,626424314;Sangue
PLXNA4;-1,626845935;Sangue
CUX2;-1,627628234;Sangue
HOMER2;-1,627628234;Sangue
RPL13AP25;-1,633723138;Sangue
EPS8L1;-1,635968727;Sangue
HERC2P7;-1,635968727;Sangue
MDS2;-1,636059602;Sangue
MT-ND5;-1,63610135;Sangue
MT-CYB;-1,640318726;Sangue
AC073073.2;-1,642677999;Sangue
AL356512.1;-1,642677999;Sangue
SPX;-1,642677999;Sangue
CAPN5;-1,646636761;Sangue
ZNF662;-1,647155473;Sangue
MT-CO1;-1,65011518;Sangue
AC091978.1;-1,652597055;Sangue
AL359183.1;-1,652597055;Sangue
DPY19L1P1;-1,652597055;Sangue
SNORD100;-1,652597055;Sangue
LDOC1;-1,652731286;Sangue
AC078785.1;-1,659894976;Sangue
LINC02610;-1,664147781;Sangue
AC093614.1;-1,669093061;Sangue
AL117332.1;-1,669093061;Sangue
AP001024.1;-1,669093061;Sangue
DOCK1;-1,669093061;Sangue
FN1;-1,669093061;Sangue
GCSH;-1,669093061;Sangue
MSLN;-1,669093061;Sangue
PRSS30P;-1,669093061;Sangue
PTPRB;-1,669093061;Sangue
LEF1-AS1;-1,669191744;Sangue
ARHGAP6;-1,675175331;Sangue
KCNN4;-1,677699789;Sangue
UGDH-AS1;-1,682155392;Sangue
AC096921.2;-1,684057482;Sangue
MT-TQ;-1,687921678;Sangue
MTND2P28;-1,690633074;Sangue
MT-ND2;-1,691534165;Sangue
HNRNPA1P48;-1,692885283;Sangue
CRYZ;-1,695736061;Sangue
AC000089.1;-1,701529779;Sangue
AC011978.1;-1,701529779;Sangue
AC018845.3;-1,701529779;Sangue
AC025594.2;-1,701529779;Sangue
AF127577.4;-1,701529779;Sangue
AL354798.1;-1,701529779;Sangue
AL583810.2;-1,701529779;Sangue
AP001453.2;-1,701529779;Sangue
COX5BP6;-1,701529779;Sangue
HNRNPA3P6;-1,701529779;Sangue
MOXD1;-1,701529779;Sangue
NRXN2;-1,701529779;Sangue
TRBV5-1;-1,701529779;Sangue
MST1P2;-1,70163162;Sangue
AC034236.1;-1,703970929;Sangue
IGKV3-20;-1,718495034;Sangue
KRT72;-1,721618098;Sangue
RPS27AP5;-1,727636099;Sangue
OBSL1;-1,733253216;Sangue
PLCH2;-1,733374384;Sangue
ERAP2;-1,739445974;Sangue
TRIP10;-1,742294248;Sangue
AC020651.2;-1,748857124;Sangue
ROCK1P1;-1,748857124;Sangue
BNC2;-1,74899344;Sangue
ZNF559;-1,757011253;Sangue
PDZD2;-1,758139097;Sangue
MTMR9LP;-1,764294068;Sangue
NDUFV2;-1,768830244;Sangue
RPL32P18;-1,774537231;Sangue
CLU;-1,780692621;Sangue
AC008115.4;-1,794681092;Sangue
AC015961.2;-1,794681092;Sangue
AC018450.1;-1,794681092;Sangue
AC021037.1;-1,794681092;Sangue
AC022382.1;-1,794681092;Sangue
AC027682.5;-1,794681092;Sangue
AC068989.1;-1,794681092;Sangue
AC073343.2;-1,794681092;Sangue
AC079148.1;-1,794681092;Sangue
AC090018.2;-1,794681092;Sangue
AC091152.2;-1,794681092;Sangue
AC093512.2;-1,794681092;Sangue
AC096720.2;-1,794681092;Sangue
AC120057.3;-1,794681092;Sangue
AC134878.2;-1,794681092;Sangue
AC243742.3;-1,794681092;Sangue
AL031429.1;-1,794681092;Sangue
AL354694.1;-1,794681092;Sangue
AL513548.4;-1,794681092;Sangue
ALG1L;-1,794681092;Sangue
AP004609.1;-1,794681092;Sangue
AP005482.2;-1,794681092;Sangue
BAIAP2L1;-1,794681092;Sangue
BCDIN3D-AS1;-1,794681092;Sangue
C5orf66;-1,794681092;Sangue
C9orf147;-1,794681092;Sangue
C9orf24;-1,794681092;Sangue
CYB5R2;-1,794681092;Sangue
DNTT;-1,794681092;Sangue
EFCC1;-1,794681092;Sangue
EFNA5;-1,794681092;Sangue
EIPR1-IT1;-1,794681092;Sangue
FBXO43;-1,794681092;Sangue
FLJ31104;-1,794681092;Sangue
GPR83;-1,794681092;Sangue
HMGB1P31;-1,794681092;Sangue
HOXA10;-1,794681092;Sangue
HOXA3;-1,794681092;Sangue
IFITM10;-1,794681092;Sangue
IGKV6D-21;-1,794681092;Sangue
KIAA1614;-1,794681092;Sangue
LINC01635;-1,794681092;Sangue
LINC02021;-1,794681092;Sangue
MIR4280HG;-1,794681092;Sangue
MIR6812;-1,794681092;Sangue
MMP2;-1,794681092;Sangue
NIM1K;-1,794681092;Sangue
NOTCH3;-1,794681092;Sangue
NQO2-AS1;-1,794681092;Sangue
PIMREG;-1,794681092;Sangue
PNMA8B;-1,794681092;Sangue
PPP2R3A;-1,794681092;Sangue
PRECSIT;-1,794681092;Sangue
PTGER3;-1,794681092;Sangue
RDM1P5;-1,794681092;Sangue
RGS7;-1,794681092;Sangue
RIPOR3;-1,794681092;Sangue
RN7SKP127;-1,794681092;Sangue
RNU5B-1;-1,794681092;Sangue
RPS26P15;-1,794681092;Sangue
SGCD;-1,794681092;Sangue
SIGLEC12;-1,794681092;Sangue
SLC30A6-DT;-1,794681092;Sangue
SLC8A3;-1,794681092;Sangue
SMOC1;-1,794681092;Sangue
SRD5A3-AS1;-1,794681092;Sangue
STRCP1;-1,794681092;Sangue
SYN1;-1,794681092;Sangue
TNFSF11;-1,794681092;Sangue
TRAV34;-1,794681092;Sangue
TRBJ1-1;-1,794681092;Sangue
TRGJP1;-1,794681092;Sangue
TRIM45;-1,794681092;Sangue
UBE2R2-AS1;-1,794681092;Sangue
ZNF165;-1,794681092;Sangue
ALOX12;-1,794724213;Sangue
PDGFRB;-1,794728133;Sangue
FLT3;-1,794730636;Sangue
MRC1;-1,794778118;Sangue
EVPL;-1,794836882;Sangue
TUSC1;-1,794836882;Sangue
LGALS2;-1,795905524;Sangue
RPS15P4;-1,802904515;Sangue
MYLK4;-1,806710848;Sangue
S100B;-1,811691563;Sangue
ZNF205;-1,817156207;Sangue
AEBP1;-1,81995475;Sangue
CD248;-1,82370007;Sangue
CELSR3;-1,826588635;Sangue
AC115223.1;-1,830398721;Sangue
RPL3P4;-1,833282806;Sangue
AIDAP2;-1,839018062;Sangue
RPL7AP50;-1,839018062;Sangue
IGKV3-11;-1,839192477;Sangue
RBM11;-1,839192477;Sangue
CLIC3;-1,8411532;Sangue
AC233755.1;-1,853549636;Sangue
AL669831.3;-1,853599926;Sangue
EEF1B2P3;-1,860810291;Sangue
AC137932.2;-1,865040485;Sangue
BSPRY;-1,865040485;Sangue
IGFBP6;-1,865040485;Sangue
SEMA4G;-1,865040485;Sangue
MTCO3P12;-1,870114355;Sangue
IL1RL1;-1,872771687;Sangue
C20orf204;-1,874487143;Sangue
AC137630.3;-1,882180911;Sangue
ACTG1P20;-1,882180911;Sangue
CR559946.2;-1,882180911;Sangue
FRG1EP;-1,882180911;Sangue
H3P16;-1,882180911;Sangue
RPS7P10;-1,882180911;Sangue
SERHL;-1,882180911;Sangue
ZBTB40-IT1;-1,882180911;Sangue
USP53;-1,882205693;Sangue
TRPV4;-1,88224327;Sangue
ABLIM3;-1,896291684;Sangue
AC021188.1;-1,910109953;Sangue
DTNA;-1,910109953;Sangue
ESPNL;-1,910109953;Sangue
PTPRU;-1,910109953;Sangue
ZNF804A;-1,910109953;Sangue
MT-TW;-1,913955805;Sangue
AC091057.1;-1,923946148;Sangue
TMSB4XP4;-1,928138723;Sangue
SPINK2;-1,932184616;Sangue
TEKT4P2;-1,941657992;Sangue
HLA-DRB1;-1,942612518;Sangue
TMEM176B;-1,944506593;Sangue
SLC12A7;-1,949773004;Sangue
TTC24;-1,950948776;Sangue
EGR2;-1,951247078;Sangue
NCAM1;-1,958244614;Sangue
TKTL1;-1,959473597;Sangue
AC004832.6;-1,964536245;Sangue
AKT3;-1,964536245;Sangue
ANXA9;-1,964536245;Sangue
DHDH;-1,964536245;Sangue
ECRG4;-1,964536245;Sangue
RPL19P4;-1,964536245;Sangue
RPL35P2;-1,964536245;Sangue
SKA3;-1,964536245;Sangue
ZNF724;-1,964536245;Sangue
KCNK17;-1,964564185;Sangue
AC079140.2;-1,964582811;Sangue
AC119403.1;-1,964606093;Sangue
GRIN2D;-1,964606093;Sangue
HAVCR1;-1,964606093;Sangue
HYKK;-1,964606093;Sangue
PDE7B;-1,964606093;Sangue
AC004057.1;-1,96467386;Sangue
AC002044.2;-1,964675939;Sangue
AC008691.1;-1,964675939;Sangue
AC011461.1;-1,964675939;Sangue
AC015660.4;-1,964675939;Sangue
AC079684.1;-1,964675939;Sangue
AC106782.6;-1,964675939;Sangue
AC110994.2;-1,964675939;Sangue
AL157392.4;-1,964675939;Sangue
ECI2-DT;-1,964675939;Sangue
IGKV1-8;-1,964675939;Sangue
LINC01140;-1,964675939;Sangue
MIR103A2;-1,964675939;Sangue
MSH4;-1,964675939;Sangue
PDXP-DT;-1,964675939;Sangue
RPL23AP81;-1,964675939;Sangue
RPS4XP11;-1,964675939;Sangue
NRP1;-1,972629097;Sangue
AL034550.2;-1,973525545;Sangue
RPLP0P6;-1,973808764;Sangue
AP003068.2;-1,977970723;Sangue
CABP5;-1,982413931;Sangue
ANKK1;-1,989116609;Sangue
BEND3;-1,996287621;Sangue
HNRNPA1P7;-1,996287621;Sangue
AC127502.2;-1,998611826;Sangue
AL354822.1;-1,998616699;Sangue
TNNC2;-2,004083487;Sangue
AC124016.1;-2,004253783;Sangue
AL355075.5;-2,004253783;Sangue
RPS23P8;-2,006781657;Sangue
AC009309.1;-2,017073513;Sangue
AC104971.3;-2,017073513;Sangue
AL133415.1;-2,017073513;Sangue
CDCP1;-2,017073513;Sangue
ERRFI1;-2,017073513;Sangue
FANK1;-2,017073513;Sangue
SPDYC;-2,017073513;Sangue
SSC4D;-2,017073513;Sangue
ARPIN;-2,023811915;Sangue
AC010245.2;-2,04257552;Sangue
AC019226.1;-2,04257552;Sangue
DEPTOR;-2,04257552;Sangue
PRPF31;-2,04257552;Sangue
SPATA25;-2,04257552;Sangue
TRBV7-6;-2,04257552;Sangue
YBX1P10;-2,04257552;Sangue
EBF4;-2,042672319;Sangue
GNAZ;-2,044516628;Sangue
CD151;-2,051856285;Sangue
CA6;-2,057715498;Sangue
P3H2;-2,057715498;Sangue
EIF4BP7;-2,067634555;Sangue
NRP2;-2,06767791;Sangue
IL17RC;-2,067741939;Sangue
TMEM176A;-2,071116167;Sangue
RGS1;-2,074868217;Sangue
MTCO2P12;-2,080203508;Sangue
CXCL8;-2,080822921;Sangue
F8A1;-2,081413555;Sangue
MAP3K7CL;-2,084204778;Sangue
DIXDC1;-2,103515634;Sangue
RPL10P9;-2,111311024;Sangue
AC004938.2;-2,116483456;Sangue
AC008694.2;-2,116483456;Sangue
AC011479.3;-2,116483456;Sangue
AC024940.6;-2,116483456;Sangue
AC109322.1;-2,116483456;Sangue
AC113410.3;-2,116483456;Sangue
AC120057.4;-2,116483456;Sangue
AL590822.1;-2,116483456;Sangue
AP000238.1;-2,116483456;Sangue
BAK1P1;-2,116483456;Sangue
BTF3P10;-2,116483456;Sangue
C9orf116;-2,116483456;Sangue
CDH3;-2,116483456;Sangue
DACT3;-2,116483456;Sangue
GATD3A;-2,116483456;Sangue
GIMAP3P;-2,116483456;Sangue
H2BW3P;-2,116483456;Sangue
HSP90B2P;-2,116483456;Sangue
IGFALS;-2,116483456;Sangue
LGALS8-AS1;-2,116483456;Sangue
MMP19;-2,116483456;Sangue
NETO1;-2,116483456;Sangue
NOXO1;-2,116483456;Sangue
RPS15AP17;-2,116483456;Sangue
RTN4RL2;-2,116483456;Sangue
SCIN;-2,116483456;Sangue
SRP9P1;-2,116483456;Sangue
ST6GALNAC4P1;-2,116483456;Sangue
STOX1;-2,116483456;Sangue
STX17-AS1;-2,116483456;Sangue
TFPI;-2,116483456;Sangue
TRAJ54;-2,116483456;Sangue
YTHDF3-AS1;-2,116483456;Sangue
EMID1;-2,116567278;Sangue
GYPE;-2,116567278;Sangue
NXPH4;-2,116567278;Sangue
SMARCA1;-2,116567278;Sangue
AC006378.1;-2,116584042;Sangue
ZNF433;-2,116584042;Sangue
AC006946.2;-2,116609187;Sangue
AC022968.1;-2,116609187;Sangue
AL161787.1;-2,116609187;Sangue
AL359504.1;-2,116609187;Sangue
AL590550.1;-2,116609187;Sangue
C22orf24;-2,116609187;Sangue
FAM229B;-2,116609187;Sangue
IGKV3D-15;-2,116609187;Sangue
KIRREL3;-2,116609187;Sangue
SLC22A18AS;-2,116609187;Sangue
SUV39H2-DT;-2,116609187;Sangue
LAMP5;-2,116664058;Sangue
TPTEP1;-2,116677514;Sangue
AL121845.1;-2,116693093;Sangue
AC026403.1;-2,116696895;Sangue
PTPRS;-2,122783587;Sangue
AL391807.1;-2,157372038;Sangue
FGFR2;-2,163894623;Sangue
MTND4P12;-2,167282805;Sangue
ADAMTS1;-2,180822263;Sangue
ERG;-2,18696858;Sangue
PLLP;-2,186988537;Sangue
DUTP6;-2,187028449;Sangue
DYRK3;-2,187028449;Sangue
POTEE;-2,187028449;Sangue
AC139491.5;-2,209679302;Sangue
GUSBP1;-2,209718591;Sangue
TRPC2;-2,209718591;Sangue
EML2-AS1;-2,227617217;Sangue
IGKV1-5;-2,227617217;Sangue
A2M;-2,254055562;Sangue
AC073283.1;-2,254055562;Sangue
AC090229.1;-2,254055562;Sangue
AC107983.1;-2,254055562;Sangue
ARMC9;-2,254055562;Sangue
BANF1P2;-2,254055562;Sangue
CCDC162P;-2,254055562;Sangue
EEF1A1P7;-2,254055562;Sangue
MAP2;-2,254055562;Sangue
NAT8B;-2,254055562;Sangue
RSPH4A;-2,254055562;Sangue
SCN4B;-2,254055562;Sangue
SHD;-2,254055562;Sangue
SMN2;-2,254055562;Sangue
SSBP3-AS1;-2,254055562;Sangue
TRO;-2,254101281;Sangue
SMIM10L2A;-2,254210332;Sangue
DCBLD2;-2,286492279;Sangue
SORCS3;-2,297144454;Sangue
AC022966.2;-2,318215716;Sangue
SMPD5;-2,318215716;Sangue
SYDE2;-2,318215716;Sangue
LRRN3;-2,318801426;Sangue
KANSL1;-2,330252351;Sangue
COPZ2;-2,330712315;Sangue
DDX11L2;-2,330785015;Sangue
LYPD2;-2,349392884;Sangue
TTC28;-2,349392884;Sangue
NRCAM;-2,352785853;Sangue
TRAV39;-2,355385392;Sangue
MT-TA;-2,362513818;Sangue
CD34;-2,379608669;Sangue
MDGA1;-2,379608669;Sangue
AC018445.5;-2,379643593;Sangue
AC100830.1;-2,379643593;Sangue
AC108448.2;-2,379643593;Sangue
AC135048.4;-2,379643593;Sangue
AC233728.1;-2,379643593;Sangue
AL117344.1;-2,379643593;Sangue
AL355073.1;-2,379643593;Sangue
AL355297.3;-2,379643593;Sangue
AL391422.4;-2,379643593;Sangue
AL512791.2;-2,379643593;Sangue
C5orf34-AS1;-2,379643593;Sangue
COL27A1;-2,379643593;Sangue
IGLV1-40;-2,379643593;Sangue
IL17RB;-2,379643593;Sangue
KCNA6;-2,379643593;Sangue
KLHL35;-2,379643593;Sangue
LINC02870;-2,379643593;Sangue
LRRC17;-2,379643593;Sangue
MAST4-AS1;-2,379643593;Sangue
MIR762;-2,379643593;Sangue
PIWIL2;-2,379643593;Sangue
RGMA;-2,379643593;Sangue
TNR;-2,379643593;Sangue
TTC39A;-2,379643593;Sangue
B4GALNT3;-2,379711359;Sangue
VSIG4;-2,407697938;Sangue
RPS13P2;-2,409352448;Sangue
AL022341.2;-2,419120986;Sangue
HS3ST1;-2,438562427;Sangue
MT-TF;-2,438562427;Sangue
ZNF521;-2,438562427;Sangue
ASAP2;-2,438648452;Sangue
FOS;-2,4439724;Sangue
NPIPB11;-2,452094255;Sangue
MXRA8;-2,453010218;Sangue
CYP46A1;-2,457613019;Sangue
GLIS3;-2,457613019;Sangue
LRRC39;-2,457613019;Sangue
MTRNR2L8;-2,47648064;Sangue
RPL13AP7;-2,47648064;Sangue
AL035696.4;-2,495072454;Sangue
ARF4-AS1;-2,495072454;Sangue
FBXO15;-2,495072454;Sangue
GAS1;-2,495072454;Sangue
GPC4;-2,495072454;Sangue
SLITRK5;-2,495072454;Sangue
WASF3;-2,495072454;Sangue
AC008035.1;-2,495169165;Sangue
AC013468.1;-2,495169165;Sangue
AC108134.2;-2,495169165;Sangue
AL139421.1;-2,495169165;Sangue
EEF1A1P10;-2,495169165;Sangue
EEF1DP4;-2,495169165;Sangue
SCGB2B2;-2,495169165;Sangue
Z85996.2;-2,495169165;Sangue
AP001189.1;-2,516301671;Sangue
MTND5P11;-2,522565964;Sangue
AC010761.1;-2,531646686;Sangue
AF064858.1;-2,531646686;Sangue
PRKG2;-2,531646686;Sangue
SHANK1;-2,531646686;Sangue
AC004877.1;-2,549545312;Sangue
ADGRA3;-2,549545312;Sangue
SEC14L2;-2,549545312;Sangue
AC005899.7;-2,601946208;Sangue
AC013460.1;-2,601946208;Sangue
AC018529.2;-2,601946208;Sangue
AL671277.1;-2,601946208;Sangue
CASC15;-2,601946208;Sangue
DOC2A;-2,601946208;Sangue
FGF17;-2,601946208;Sangue
FO393411.1;-2,601946208;Sangue
KRT8;-2,601946208;Sangue
MACORIS;-2,601946208;Sangue
OVCH1-AS1;-2,601946208;Sangue
PFN1P2;-2,601946208;Sangue
SAXO2;-2,601946208;Sangue
SLC5A10;-2,601946208;Sangue
TRAJ52;-2,601946208;Sangue
BAALC;-2,602036014;Sangue
MOCS1;-2,602036014;Sangue
HERC2P2;-2,603681636;Sangue
ABHD17AP6;-2,652597055;Sangue
AC008915.2;-2,652597055;Sangue
RAC3;-2,65264041;Sangue
G0S2;-2,663978222;Sangue
NPIPB15;-2,669252329;Sangue
AC005034.5;-2,701529779;Sangue
AL354809.1;-2,701529779;Sangue
GTSE1-DT;-2,701529779;Sangue
LINGO2;-2,701529779;Sangue
LRRC26;-2,701529779;Sangue
SLC13A3;-2,701529779;Sangue
LINC00852;-2,701639454;Sangue
CACHD1;-2,701687049;Sangue
RPS3AP47;-2,74234618;Sangue
CALY;-2,748857124;Sangue
AC023024.1;-2,794681092;Sangue
AC025265.1;-2,794681092;Sangue
AC114752.2;-2,794681092;Sangue
ADAM33;-2,794681092;Sangue
AJ009632.2;-2,794681092;Sangue
ALKAL2;-2,794681092;Sangue
HSP90AA2P;-2,794681092;Sangue
INTU;-2,794681092;Sangue
PROX2;-2,794681092;Sangue
REPIN1-AS1;-2,794681092;Sangue
RPL21P134;-2,794681092;Sangue
DIRAS1;-2,853549636;Sangue
REG4;-2,853549636;Sangue
CLEC2L;-2,882106955;Sangue
MYCBPAP;-2,882106955;Sangue
MYOM2;-2,882106955;Sangue
RNPS1P1;-2,882131607;Sangue
AC012313.6;-2,882180911;Sangue
AC093503.2;-2,882180911;Sangue
C2orf27A;-2,882180911;Sangue
RRS1-AS1;-2,882180911;Sangue
TCEA1P2;-2,882180911;Sangue
MT-TT;-2,894273704;Sangue
BOK;-2,918188381;Sangue
AC007342.6;-2,964536245;Sangue
AC011330.2;-2,964536245;Sangue
CKAP2L;-2,964536245;Sangue
DNAH17;-2,964536245;Sangue
EHD2;-2,964536245;Sangue
HSD17B1;-2,964536245;Sangue
MYCN;-2,964536245;Sangue
NPEPPSP1;-2,964536245;Sangue
SMO;-2,964536245;Sangue
SREBF2-AS1;-2,964536245;Sangue
SSBL3P1;-2,964536245;Sangue
THBS1;-3,003241356;Sangue
PDE6B-AS1;-3,004083487;Sangue
EIF2S3B;-3,017073513;Sangue
MTRNR2L12;-3,017073513;Sangue
SBNO1-AS1;-3,027328474;Sangue
AC007688.2;-3,04257552;Sangue
CNRIP1;-3,04257552;Sangue
HOXA9;-3,04257552;Sangue
RPL39P15;-3,04257552;Sangue
AC021752.1;-3,116609187;Sangue
AC107956.1;-3,116609187;Sangue
CYP27B1;-3,116609187;Sangue
GCK;-3,116609187;Sangue
LRFN2;-3,116609187;Sangue
VDAC2P5;-3,116609187;Sangue
AC016739.1;-3,130945808;Sangue
TRAV23DV6;-3,140425013;Sangue
CYP2D7;-3,152187099;Sangue
HLA-H;-3,174533183;Sangue
AC012065.3;-3,18696858;Sangue
CTSG;-3,18696858;Sangue
ROBO1;-3,18696858;Sangue
AC018475.1;-3,187028449;Sangue
AL354696.1;-3,187028449;Sangue
MT-TE;-3,187028449;Sangue
RPL10AP6;-3,242218252;Sangue
FAM153B;-3,254055562;Sangue
GPNMB;-3,254055562;Sangue
KCNA5;-3,254055562;Sangue
KLHDC9;-3,254055562;Sangue
PABPC1P4;-3,254055562;Sangue
ZNF334;-3,254055562;Sangue
FOSB;-3,26350819;Sangue
EGR1;-3,265381707;Sangue
MIR1244-2;-3,318215716;Sangue
ASB9;-3,379643593;Sangue
HLA-E;-3,379643593;Sangue
LINC01505;-3,379643593;Sangue
TCAF1;-3,379643593;Sangue
GABBR1;-3,412140925;Sangue
AL512353.1;-3,438562427;Sangue
JAZF1-AS1;-3,438562427;Sangue
STEAP1B;-3,438562427;Sangue
AL359644.1;-3,495072454;Sangue
TSPEAR-AS2;-3,495072454;Sangue
VASH2;-3,495072454;Sangue
LY6E-DT;-3,549545312;Sangue
NYNRIN;-3,65264041;Sangue
KLHL33;-3,677313487;Sangue
CXCL3;-3,701529779;Sangue
PF4V1;-3,701529779;Sangue
DACT1;-3,787130963;Sangue
AC133552.5;-3,794681092;Sangue
POMC;-3,839056162;Sangue
U2AF1;-3,871473406;Sangue
AL032819.2;-3,882106955;Sangue
TSKS;-3,882106955;Sangue
RPP21;-3,964571169;Sangue
PROM1;-3,964606093;Sangue
CLEC4F;-3,987462315;Sangue
NEGR1;-4,04257552;Sangue
ABO;-4,052040174;Sangue
HLA-DMB;-4,254084137;Sangue
PLEKHM1;-4,254093661;Sangue
RPS9;-4,351094631;Sangue
NTSR1;-4,3796174;Sangue
LGALS9B;-4,495096632;Sangue
AC015712.6;-4,522565964;Sangue
COL5A2;-4,70170353;Sangue
CPXM1;-4,725387513;Sangue
PKD1P5;-4,956049525;Sangue
FP565260.3;-4,964571169;Sangue
KRT5;-4,964571169;Sangue
RPS2P7;-5,349256569;Sangue
CCL3L1;-5,394574492;Sangue
AC139491.7;-5,508908649;Sangue
NIPAL2;-5,802152829;Sangue
ABCA7;1,156929531;Sangue
ABHD2;1,132869734;Sangue
ABHD3;1,431448032;Sangue
ABTB2;1,043056251;Sangue
AC002091.2;1,383219449;Sangue
AC002456.1;2,319308727;Sangue
AC002467.1;1,750329885;Sangue
AC004069.1;1,661574824;Sangue
AC004233.2;5,11792764;Sangue
AC004241.1;1,626661094;Sangue
AC004687.1;1,539617557;Sangue
AC004771.2;1,216660626;Sangue
AC004951.1;1,777978281;Sangue
AC004951.2;1,111540553;Sangue
AC005070.3;1,46249955;Sangue
AC005072.1;1,727611614;Sangue
AC005082.1;1,337393088;Sangue
AC005264.1;1,142166724;Sangue
AC005840.4;1,041192233;Sangue
AC005954.1;1,283432103;Sangue
AC006033.2;2,245281362;Sangue
AC006330.1;2,191743727;Sangue
AC006435.2;1,221200257;Sangue
AC006504.5;1,094360193;Sangue
AC006538.1;2,700355451;Sangue
AC007191.1;1,3965375;Sangue
AC007292.2;1,324490376;Sangue
AC007298.2;4,638714732;Sangue
AC007342.3;3,017182303;Sangue
AC007342.7;2,804403962;Sangue
AC007406.4;1,083323128;Sangue
AC007546.3;2,496791271;Sangue
AC007637.1;1,086141685;Sangue
AC007785.3;1,439423925;Sangue
