ensembl_gene_id,Log2 RPKM mean_Male,Log2 RPKM mean_Female
ENSG00000207996,"0,510056207952337",
ENSG00000239771,"0,537341992750257",
ENSG00000011028,"0,607009757781912",
ENSG00000239507,"0,589265131284718",
ENSG00000075461,"0,604243570136259",
ENSG00000252274,"0,521956029920406",
ENSG00000125457,"0,64140001551882",
ENSG00000054598,"0,562830936882059",
ENSG00000112699,"0,502963025699848",
ENSG00000236086,"0,538361693391881",
ENSG00000021355,"0,659824168305575",
ENSG00000124491,"1,00714653466647",
ENSG00000112799,"0,577796730059956",
ENSG00000096696,"1,05893496067229",
ENSG00000153162,"0,520597070184358",
ENSG00000078401,"0,614510521544025",
ENSG00000124766,"0,726133743430114",
ENSG00000026950,"0,51263363139647",
ENSG00000261584,"0,581852094660056",
ENSG00000216901,"0,591828063174681",
ENSG00000200816,"0,602746416011677",
ENSG00000223335,"0,644070087382482",
ENSG00000204264,"0,624185345191664",
ENSG00000231389,"0,777779833440871",
ENSG00000223865,"0,808857169417298",
ENSG00000235863,"0,510127007285481",
ENSG00000095970,"0,904575935120161",
ENSG00000124749,"0,534101878733512",
ENSG00000223633,"0,55030035685114",
ENSG00000225793,"0,569481882360293",
ENSG00000146250,"0,55230984068263",
ENSG00000219150,"0,63634295699811",
ENSG00000230202,"0,69605256058548",
ENSG00000240283,"0,602435097491578",
ENSG00000222445,"0,516603807645608",
ENSG00000203760,"0,524150874745227",
ENSG00000146374,"0,507807133465005",
ENSG00000213131,"0,509995917189219",
ENSG00000146376,"0,544013752706724",
ENSG00000164484,"0,502485337676723",
ENSG00000118514,"0,558315328543396",
ENSG00000118495,"0,586147532983236",
ENSG00000228408,"0,52365880592615",
ENSG00000120279,"0,501416647884839",
ENSG00000227627,"0,629736758887687",
ENSG00000163520,"0,638097768963718",
ENSG00000144596,"0,516203767561781",
ENSG00000234165,"0,687874964371786",
ENSG00000144649,"0,561048570536235",
ENSG00000163815,"0,883521913855271",
ENSG00000163817,"0,770808907608366",
ENSG00000213689,"0,5274162450664",
ENSG00000185614,"0,605753190038892",
ENSG00000182179,"0,618489808908862",
ENSG00000068028,"0,562851966212897",
ENSG00000114738,"0,591717948146746",
ENSG00000010327,"0,785628925218076",
ENSG00000212452,"0,614539253599717",
ENSG00000252662,"0,548029458113174",
ENSG00000172986,"0,557134093314651",
ENSG00000244026,"0,539279642585235",
ENSG00000216116,"0,60295196427985",
ENSG00000168386,"0,526733353084709",
ENSG00000241634,"0,50148889336336",
ENSG00000091986,"0,517615143337719",
ENSG00000163840,"0,572993747605332",
ENSG00000169087,"0,515705220984356",
ENSG00000221211,"0,521950723041841",
ENSG00000200571,"0,500084220420488",
ENSG00000114115,"0,598686595315773",
ENSG00000233597,"0,509004339215734",
ENSG00000251787,"0,811769131556616",
